sentence,frequency,code
olan tek şey,11,G3-L12-F11-1136512
tanrım ne hoş,11,G3-L13-F11-1136519
neler oluyor burada bakalım,11,G4-L27-F11-1136525
şu doktor harika bir adam,11,G5-L25-F11-1136527
beni kontrol et,11,G3-L15-F11-1136587
olan şeyler,11,G2-L11-F11-1136656
tanrım o çok güzel,11,G4-L18-F11-1136677
ve bu oldu,11,G3-L10-F11-1136721
neler oldu size,11,G3-L15-F11-1136756
tamam hepsi senin,11,G3-L17-F11-1136762
neler oluyor böyle ya,11,G4-L21-F11-1136810
ve şey ve,11,G3-L9-F11-1137201
tamam her şey hazır mı,11,G5-L22-F11-1136824
yine yanlış yapıyorsun,11,G3-L22-F11-1136861
belki anne,11,G2-L10-F11-1136904
güzel saat değil mi,11,G4-L19-F11-1136936
diğer pek çok şey gibi,11,G5-L22-F11-1136957
yapma lütfen hayır,11,G3-L18-F11-1136967
olmaz olur mu hiç,11,G4-L17-F11-1136983
güzel olduğunu söyledi,11,G3-L22-F11-1137009
olmaz öyle iş,11,G3-L13-F11-1137070
güzel olsun istiyorum,11,G3-L21-F11-1137093
dinle hiç,11,G2-L9-F11-1135067
güzel zaten,11,G2-L11-F11-1135027
hadi benim eve gidelim,11,G4-L22-F11-1134917
şimdi onu geri istiyor,11,G4-L22-F11-1132643
yeni para,11,G2-L9-F11-1132186
gerçekten iyi bir şey,11,G4-L21-F11-1132204
o artık iyi,11,G3-L11-F11-1132215
burada yanlış bir şey var çok yanlış bir şey var,11,G10-L48-F11-1132281
tekrar dedim,11,G2-L12-F11-1132294
ne için olabilir,11,G3-L16-F11-1132338
sanırım bu senin için,11,G4-L21-F11-1132457
burası olsun,11,G2-L12-F11-1132489
efendim az önce ne oldu,11,G5-L23-F11-1132553
benim senin için var ama,11,G5-L24-F11-1132593
burası olabilir mi,11,G3-L18-F11-1132789
onu mutlu etmek,11,G3-L15-F11-1132124
hiç de değil tatlım,11,G4-L19-F11-1132792
burası o yer,11,G3-L12-F11-1132817
burası o kadar da büyük değil ha,11,G7-L32-F11-1132825
hiç de değil hiç de değil,11,G6-L25-F11-1132826
ve sonra ne oldu biliyor musun,11,G6-L30-F11-1132885
hiç önemli değil tatlım,11,G4-L23-F11-1132900
çok güzel bir an,11,G4-L16-F11-1133027
üzgünüm iki kişi,11,G3-L16-F11-1133091
ama siz hiç,11,G3-L11-F11-1133097
yanlış olan bir şeyler var burada,11,G6-L33-F11-1133110
oh evet o benim,11,G4-L15-F11-1132149
gerçekten işte bu,11,G3-L17-F11-1132060
sanırım bir şey var,11,G4-L19-F11-1133160
üzgünüm fakat o biraz uzun,11,G5-L26-F11-1131431
burası nasıl bir yer ya,11,G5-L23-F11-1130784
bana önemli gibi geldi,11,G4-L22-F11-1130807
gerek var mı ki,11,G4-L15-F11-1130888
sana olan da bu değil mi,11,G6-L24-F11-1130906
burası kesinlikle çok küçük,11,G4-L27-F11-1131005
bana üzgünüm de,11,G3-L15-F11-1131153
burası en iyi yer,11,G4-L17-F11-1131237
hiç kimse iyi değil,11,G4-L19-F11-1131263
çok güzel işte oldu,11,G4-L19-F11-1131330
burası ne kadar da güzel,11,G5-L24-F11-1131372
ne olur tanrım,11,G3-L14-F11-1131619
oh evet sen devam et,11,G5-L20-F11-1131935
ne iyi oldu,11,G3-L11-F11-1131629
ne iyi bir insan,11,G4-L16-F11-1131688
burada çok fazla var,11,G4-L20-F11-1131705
oh evet çok iyi,11,G4-L15-F11-1131727
ne iyi bir baba,11,G4-L15-F11-1131729
ne olur yardım et bana,11,G5-L22-F11-1131735
ne olsun efendim,11,G3-L16-F11-1131772
ne olur olmaz,11,G3-L13-F11-1131860
gerçekten mi sen mi,11,G4-L19-F11-1131900
ama başka şeyler de var,11,G5-L23-F11-1131920
ben önemli miyim,11,G3-L16-F11-1133114
oh hayır oh hayır,11,G4-L17-F11-1133246
ve şimdi iyi misin,11,G4-L18-F11-1134894
hadi buradan gidelim dostum,11,G4-L27-F11-1134615
dinle beni seni seviyorum,11,G4-L25-F11-1134287
hadi bu nedir,11,G3-L13-F11-1134311
beni bekle olur mu,11,G4-L18-F11-1134341
hadi baba gidelim artık,11,G4-L23-F11-1134346
dinle küçük adam,11,G3-L16-F11-1134378
hadi bakalım işte böyle,11,G4-L23-F11-1134424
çünkü bu adam,11,G3-L13-F11-1134464
dinle eğer ne,11,G3-L13-F11-1134521
hadi böyle,11,G2-L10-F11-1134555
dinle bak ben,11,G3-L13-F11-1134561
çünkü biz sadece,11,G3-L16-F11-1134647
öyle yapmak istiyorum,11,G3-L21-F11-1134248
diğer adam nasıl,11,G3-L16-F11-1134677
güzel çok teşekkür ederim,11,G4-L25-F11-1134734
güzel çünkü bize lazım olacak,11,G5-L29-F11-1134752
güzel çünkü ben,11,G3-L15-F11-1134756
aslında pek de öyle değil,11,G5-L25-F11-1134802
güzel ve,11,G2-L8-F11-1134822
ve çok iyi,11,G3-L10-F11-1134839
tamam o zaman gidelim mi,11,G5-L24-F11-1134877
ve çok büyük,11,G3-L12-F11-1134881
adam bir şey daha,11,G4-L17-F11-1134886
hadi bakalım hemen gidelim,11,G4-L26-F11-1134256
öyle yapmak zorunda,11,G3-L19-F11-1134247
ne senin ne de benim,11,G5-L20-F11-1133255
tam sana göre bir şey,11,G5-L21-F11-1133748
hiç insan yok,11,G3-L13-F11-1133418
peki ya gerçek ne,11,G4-L17-F11-1133530
tam sana lazım olan şey,11,G5-L23-F11-1133564
burası iyi dostum,11,G3-L17-F11-1133573
çok güzel değil,11,G3-L15-F11-1133624
çok güzel değil mi çocuklar,11,G5-L27-F11-1133625
burası güzel bir yer değil mi,11,G6-L29-F11-1133656
hiç işi olmaz,11,G3-L13-F11-1133683
tam sana göre bir yer biliyorum,11,G6-L31-F11-1133707
ne hoş çocuk,11,G3-L12-F11-1133733
ben bu ne,11,G3-L9-F11-1133753
dinle o sadece bir adam,11,G5-L23-F11-1134241
hiç bir yer,11,G3-L11-F11-1133760
efendim benimle geldi,11,G3-L21-F11-1133778
şimdi nasıl ha,11,G3-L14-F11-1133794
benim sadece biraz,11,G3-L18-F11-1133834
bunu kabul etmek gerek,11,G4-L22-F11-1133869
burası çocuklar için,11,G3-L20-F11-1133953
onu biliyorum zaten,11,G3-L19-F11-1134055
çok güzel çok güzel haydi,11,G5-L25-F11-1134200
hadi bakalım devam et,11,G4-L21-F11-1134210
dinle o burada,11,G3-L14-F11-1134234
yok yok yok hayır,11,G4-L17-F11-1167323
oluyor işte biraz daha,11,G4-L22-F11-1135523
gerçek olan nerede,11,G3-L18-F11-1167353
bak gerçekten ama gerçekten özür dilerim,11,G6-L40-F11-1194190
biliyorum o burada,11,G3-L18-F11-1195795
lütfen ona ver,11,G3-L14-F11-1195861
bir tane tamam,11,G3-L14-F11-1195865
bir tane lazım mı,11,G4-L17-F11-1196128
lütfen onu geri al,11,G4-L18-F11-1196136
sana da böyle mi oldu,11,G5-L21-F11-1196157
sadece bir yer var,11,G4-L18-F11-1196164
ama içinde ne var,11,G4-L17-F11-1196258
bir tane iki tane,11,G4-L17-F11-1196388
şimdi bunu dinle,11,G3-L16-F11-1196743
bu iş çok para demek,11,G5-L20-F11-1196812
bak ne geldi,11,G3-L12-F11-1196863
ya da belki çok,11,G4-L15-F11-1196904
zaten sen de çok iyi biliyorsun,11,G6-L31-F11-1196916
o zaman onu bana ver,11,G5-L20-F11-1196954
en büyük o,11,G3-L10-F11-1196973
ya da belki değil,11,G4-L17-F11-1196994
bak ne kadar da güzel,11,G5-L21-F11-1197046
ya da bırak,11,G3-L11-F11-1197067
bak bunu,11,G2-L8-F11-1197077
bak bunu kabul et,11,G4-L17-F11-1197094
ama bir insan olarak,11,G4-L20-F11-1197102
bak bunlar var,11,G3-L14-F11-1197104
biliyorum ne olduğunu,11,G3-L21-F11-1195791
şunu al ve şunu,11,G4-L15-F11-1195769
biliyorum o orada,11,G3-L17-F11-1195758
tabii şu,11,G2-L8-F11-1195228
o zaman neden böyle oldu,11,G5-L24-F11-1194528
evet büyük sorun,11,G3-L16-F11-1194649
bu harika yer nerede,11,G4-L20-F11-1194729
o zaman olmalı,11,G3-L14-F11-1194770
bu insan değil,11,G3-L14-F11-1194775
sadece bir saat falan,11,G4-L21-F11-1194865
sadece bir saat istiyorum,11,G4-L25-F11-1194884
en fazla o kadar,11,G4-L16-F11-1194924
senin biraz,11,G2-L11-F11-1194958
en fazla bir gün daha,11,G5-L21-F11-1195104
en iyi falan olmak istemiyorum,11,G5-L30-F11-1195240
peki ne gerekiyor,11,G3-L17-F11-1195752
bak her yerde var,11,G4-L17-F11-1195320
en iyi değil,11,G3-L12-F11-1195354
bak herkes ne kadar mutlu,11,G5-L25-F11-1195356
bu ilk neden,11,G3-L12-F11-1195423
bu ilk kez değil,11,G4-L16-F11-1195430
bak lütfen git,11,G3-L14-F11-1195483
en fazla birkaç hafta,11,G4-L21-F11-1195488
o zaman o nerede,11,G4-L16-F11-1195496
bu ilk olur,11,G3-L11-F11-1195509
bir adam daha,11,G3-L13-F11-1195600
bak bunu al,11,G3-L11-F11-1197150
bu iyi bir şey aslında,11,G5-L22-F11-1197187
bu iyi olur değil mi,11,G5-L20-F11-1197289
sanırım bunun için biraz geç,11,G5-L28-F11-1199071
bu kadar mı zor,11,G4-L15-F11-1198590
elbette onu görmek istiyorum,11,G4-L28-F11-1198602
o büyük an,11,G3-L10-F11-1198666
o böyle değil,11,G3-L13-F11-1198714
o böyle işte,11,G3-L12-F11-1198741
ne biliyorum ki,11,G3-L15-F11-1198751
çocuklar senin olabilir,11,G3-L23-F11-1198784
yani değil misin,11,G3-L16-F11-1198910
evet gel gel,11,G3-L12-F11-1199041
ama o şey değil ki,11,G5-L18-F11-1199046
senin gibi bir güzel,11,G4-L20-F11-1199191
ama ben yine de,11,G4-L15-F11-1198377
şunu geri al,11,G3-L12-F11-1199197
bak şimdi oldu,11,G3-L14-F11-1199267
bu kadar insan,11,G3-L14-F11-1199284
bak üzgünüm ama,11,G3-L15-F11-1199325
bu kadar iyi olmak çok zor,11,G6-L26-F11-1199343
orada çok fazla para var,11,G5-L24-F11-1199382
en az iki yıl oldu,11,G5-L18-F11-1199409
bakalım nasıl,11,G2-L13-F11-1199433
lütfen bir,11,G2-L10-F11-1199460
o zaman sen neden,11,G4-L17-F11-1199635
o zaman sen de yapma,11,G5-L20-F11-1198538
teşekkür ederim bunun için,11,G4-L26-F11-1198341
bir yere kadar mı,11,G4-L17-F11-1197301
bu iş gerçek,11,G3-L12-F11-1197532
sen söyle neden,11,G3-L15-F11-1197337
bu iyi olacak mı,11,G4-L16-F11-1197379
senin de orada olduğunu söyledi,11,G5-L31-F11-1197383
bak işte geldi,11,G3-L14-F11-1197389
bak işte bu şekilde yapıyorsun,11,G5-L30-F11-1197470
bu hiç iyi bir gün değil,11,G6-L24-F11-1197475
ben sadece bunu biliyorum,11,G4-L25-F11-1197476
al mi,11,G2-L5-F11-1197491
bu iş iyi,11,G3-L9-F11-1197512
bu iş falan değil,11,G4-L17-F11-1197529
sen söyle anne,11,G3-L14-F11-1197590
ne ben de mi,11,G4-L12-F11-1198291
bak kabul ediyorum,11,G3-L18-F11-1197613
ben sadece daha fazla istiyorum,11,G5-L31-F11-1197675
yeni bir tane daha,11,G4-L18-F11-1197769
sana bir şey yok dedim,11,G5-L22-F11-1197867
bir yer var biliyor musun,11,G5-L25-F11-1197893
ben de sen de,11,G4-L13-F11-1197918
artık hep böyle olacak,11,G4-L22-F11-1198057
ya da başka şeyler,11,G4-L18-F11-1198144
bak o iyi olacak,11,G4-L16-F11-1198149
senin de dostum,11,G3-L15-F11-1198232
bu kez evet,11,G3-L11-F11-1194449
ama iyi bir şekilde değil,11,G5-L25-F11-1194169
bu yüzden geldi,11,G3-L15-F11-1189595
bu hep olur mu,11,G4-L14-F11-1194120
o çok ilgili ve iki çocuk gibi,11,G7-L30-F11-1190827
o daha bir kız,11,G4-L14-F11-1190845
peki nereden geliyor,11,G3-L20-F11-1190857
bana birkaç,11,G2-L11-F11-1190864
o çok hoş bir bayan,11,G5-L19-F11-1190896
biliyor musun bu harika,11,G4-L23-F11-1191034
biliyor musun ben hiç,11,G4-L21-F11-1191086
sadece bir şeyler söyle,11,G4-L23-F11-1191096
biliyor evet,11,G2-L12-F11-1191170
evet iyi o,11,G3-L10-F11-1191214
bak bu iyi bir şey,11,G5-L18-F11-1191243
ya da daha kötü,11,G4-L15-F11-1191274
sen tam olarak,11,G3-L14-F11-1191284
evet böyle söyledi,11,G3-L18-F11-1191472
bak bu kötü işte,11,G4-L16-F11-1191505
o zaman ne olacak ha,11,G5-L20-F11-1191519
yani ben daha,11,G3-L13-F11-1191564
bak bu da,11,G3-L9-F11-1191593
tabii ya sen,11,G3-L12-F11-1191662
pek iyi değil sanırım,11,G4-L21-F11-1191750
bak harika,11,G2-L10-F11-1191775
bu hemen hemen,11,G3-L14-F11-1191811
bak harika değil mi,11,G4-L19-F11-1191844
yani bu daha önce de mi oldu,11,G7-L28-F11-1190818
bu var mı,11,G3-L9-F11-1190806
seninle geldi,11,G2-L13-F11-1190795
bu yer tam olarak nerede,11,G5-L24-F11-1189992
ben de bir şey gördüm,11,G5-L21-F11-1189646
bu yüzden biraz,11,G3-L15-F11-1189769
yoksa bir tek sen mi,11,G5-L20-F11-1189774
bu yüzden artık,11,G3-L15-F11-1189805
bu yüzden bize geliyor,11,G4-L22-F11-1189878
ben sizi biliyorum,11,G3-L18-F11-1189905
bu yer mi,11,G3-L9-F11-1189925
bu yeni olmalı,11,G3-L14-F11-1189934
bu yer benim için önemli,11,G5-L24-F11-1189953
bu yüzden dinle,11,G3-L15-F11-1189987
bu yerde mi,11,G3-L11-F11-1190030
o da öyle işte,11,G4-L14-F11-1190766
bu yerde hala bir şey yok,11,G6-L25-F11-1190102
ben size yardım etmek istiyorum,11,G5-L31-F11-1190248
gece daha kötü,11,G3-L14-F11-1190253
bana bu lazım,11,G3-L13-F11-1190353
söyle bakalım bana,11,G3-L18-F11-1190432
bir neden mi istiyorsun,11,G4-L23-F11-1190453
evet iyi geliyor,11,G3-L16-F11-1190504
biliyor musun bilmiyorum ama,11,G4-L28-F11-1190556
bir söz değil,11,G3-L13-F11-1190601
önemli bir adam falan mı,11,G5-L24-F11-1190691
bak geri geliyor,11,G3-L16-F11-1191962
peki buraya gel,11,G3-L15-F11-1192026
peki burası ne,11,G3-L14-F11-1192037
en az bir,11,G3-L9-F11-1193560
bu kez ne yemek mi para mı,11,G7-L26-F11-1193249
o para nereden geldi,11,G4-L20-F11-1193324
bu kesinlikle daha zor,11,G4-L22-F11-1193351
artık yeni bir gün,11,G4-L18-F11-1193360
bu kesinlikle bir insan değil,11,G5-L29-F11-1193361
ama bu şimdi olacak,11,G4-L19-F11-1193362
ben de onu dedim işte,11,G5-L21-F11-1193382
o para ediyor,11,G3-L13-F11-1193443
sen de en az benim kadar iyi biliyorsun,11,G8-L39-F11-1193482
en az bir gün,11,G4-L13-F11-1193558
o zaman siz de,11,G4-L14-F11-1193563
ben de onları görmek istemiyorum,11,G5-L32-F11-1193232
en az bir tane daha var,11,G6-L23-F11-1193635
senin hakkında hiç bir şey bilmiyorum,11,G6-L37-F11-1193807
ben de onu demek istiyorum,11,G5-L26-F11-1193809
lütfen bu benim olsun,11,G4-L21-F11-1193854
bir yıl falan oldu,11,G4-L18-F11-1193925
bak dinle şunu,11,G3-L14-F11-1193965
bir kız hakkında,11,G3-L16-F11-1193970
bu ha,11,G2-L5-F11-1193974
bu güzel olacak işte,11,G4-L20-F11-1194063
bu güzel oldu işte,11,G4-L18-F11-1194065
bu kez ne istiyorsun,11,G4-L20-F11-1193233
bu kişi benim,11,G3-L13-F11-1193156
yoksa kadın mı,11,G3-L14-F11-1192053
ve o çocuk,11,G3-L10-F11-1192582
al nasıl,11,G2-L8-F11-1192066
bak böyle devam,11,G3-L15-F11-1192132
bir yıl önce efendim,11,G4-L20-F11-1192133
ya da bunun gibi bir şey işte,11,G7-L29-F11-1192168
oraya mı geldi,11,G3-L14-F11-1192190
ya da büyük,11,G3-L11-F11-1192264
bu güzel bir kadın,11,G4-L18-F11-1192323
yani ben de seni seviyorum,11,G5-L26-F11-1192336
tabii ya çok,11,G3-L12-F11-1192360
oraya oraya ve oraya,11,G4-L20-F11-1192519
en küçük,11,G2-L8-F11-1192650
lütfen bize izin ver,11,G4-L20-F11-1193075
o zaman ne demek istiyorsun,11,G5-L27-F11-1192658
en küçük şey,11,G3-L12-F11-1192669
bu geri,11,G2-L7-F11-1192672
bir an önce gidelim buradan,11,G5-L27-F11-1192752
peki bunu dinle,11,G3-L15-F11-1192895
bak bu bir,11,G3-L10-F11-1192906
bu gerçek işte,11,G3-L14-F11-1192957
bu gerçek benim,11,G3-L15-F11-1192963
sen tam olarak ne yapıyorsun,11,G5-L28-F11-1192964
senin iyi biri olduğunu biliyorum,11,G5-L33-F11-1193027
bu kadar teşekkürler,11,G3-L20-F11-1199751
evet de evet de,11,G4-L15-F11-1199810
evet de işte,11,G3-L12-F11-1199817
evet de ne demek,11,G4-L16-F11-1199823
kız şimdi nerede,11,G3-L16-F11-1207252
kız onun,11,G2-L8-F11-1207261
kız mı var,11,G3-L10-F11-1207323
kız mı o,11,G3-L8-F11-1207326
ben kız istiyorum,11,G3-L17-F11-1207346
ben hiç de özel değilim,11,G5-L23-F11-1207381
kız mutlu,11,G2-L9-F11-1207390
pekala bana,11,G2-L11-F11-1207408
al şunu bu sana lazım olacak,11,G6-L28-F11-1207440
evet aslında oldu,11,G3-L17-F11-1207468
az az çok az,11,G4-L12-F11-1207472
evet aslında öyle oldu,11,G4-L22-F11-1207487
kız olduğunu nereden biliyorsun,11,G4-L31-F11-1207499
ve ne için para,11,G4-L15-F11-1207505
sadece beni bir dinle,11,G4-L21-F11-1207519
evet ve hayır hem evet hem hayır,11,G7-L32-F11-1207585
biraz zaman sonra,11,G3-L17-F11-1207731
bir kaç hafta içinde,11,G4-L20-F11-1207733
evet ve çok para,11,G4-L16-F11-1207743
evet bakalım burada ne var,11,G5-L26-F11-1207777
biraz iş ister misin,11,G4-L20-F11-1207842
bir kaç hafta daha,11,G4-L18-F11-1207871
sen şey misin,11,G3-L13-F11-1207877
kız sadece,11,G2-L10-F11-1207237
evet yarın olur,11,G3-L15-F11-1207226
az biliyorum,11,G2-L12-F11-1207134
o kız bu,11,G3-L8-F11-1206690
al bakalım çocuk,11,G3-L16-F11-1206257
az önce ne oldu böyle,11,G5-L21-F11-1206328
sadece bana bak tamam mı,11,G5-L24-F11-1206392
evet ama istemiyorum,11,G3-L20-F11-1206542
evet öyle dedim efendim,11,G4-L23-F11-1206563
evet ama iyi şekilde değil,11,G5-L26-F11-1206566
evet öyle hem de çok,11,G5-L20-F11-1206575
sadece bırak bizi,11,G3-L17-F11-1206612
sanırım kız biraz,11,G3-L17-F11-1206627
evet ama olacak,11,G3-L15-F11-1206683
evet çünkü burada,11,G3-L17-F11-1206722
yardım edin efendim,11,G3-L19-F11-1207062
yarın sanırım,11,G2-L13-F11-1206744
biri senin için,11,G3-L15-F11-1206751
lanet demek,11,G2-L11-F11-1206772
evet ama o nerede,11,G4-L17-F11-1206827
biri ha,11,G2-L7-F11-1206872
evet çok zaman oldu,11,G4-L19-F11-1206905
zaten burada bir tane var,11,G5-L25-F11-1206927
o kız var ya,11,G4-L12-F11-1206960
pekala benden ne istiyorsun,11,G4-L27-F11-1206996
biri kız,11,G2-L8-F11-1207040
sadece benden,11,G2-L13-F11-1207905
artık bırak beni,11,G3-L16-F11-1208023
evet belki de daha fazla,11,G5-L24-F11-1208049
bizi de öyle,11,G3-L12-F11-1210031
yarın hakkında,11,G2-L14-F11-1209476
tabii artık çok geç,11,G4-L19-F11-1209481
evet sanırım bir tane var,11,G5-L25-F11-1209490
şimdi bana şunu söyle,11,G4-L21-F11-1209491
seni böyle görmek daha hoş,11,G5-L26-F11-1209514
yarın iyi mi,11,G3-L12-F11-1209705
şey buraya gel,11,G3-L14-F11-1209711
evet sanırım oldu,11,G3-L17-F11-1209714
seni bu kadar çok seviyorum,11,G5-L27-F11-1209766
seni bugün görmek,11,G3-L17-F11-1209981
eğer bir sorun yoksa,11,G4-L20-F11-1210077
pekala bekle bir dakika,11,G4-L23-F11-1209414
ama evet dedim,11,G3-L14-F11-1210185
şey ben de öyle,11,G4-L15-F11-1210396
bir şeyler ver bana,11,G4-L19-F11-1210421
bizim bile,11,G2-L10-F11-1210436
bir şeyler yapmak,11,G3-L17-F11-1210556
seni büyük şey,11,G3-L14-F11-1210563
ben hey,11,G2-L7-F11-1210735
evet artık,11,G2-L10-F11-1210841
ama sen daha çok,11,G4-L16-F11-1167402
yarın sizin için nasıl,11,G4-L22-F11-1210910
ben nereye sen oraya,11,G4-L20-F11-1209450
sadece bana neler olduğunu söyle,11,G5-L32-F11-1209408
biraz sana,11,G2-L10-F11-1208053
evet tabii ki dostum,11,G4-L20-F11-1208559
yemek olur,11,G2-L10-F11-1208107
o tam sana göre,11,G4-L15-F11-1208171
sadece bunu ona ver,11,G4-L19-F11-1208339
biraz kontrol istiyorum,11,G3-L23-F11-1208373
evet belki sonra,11,G3-L16-F11-1208375
evet başka biri daha var,11,G5-L24-F11-1208381
ben hâlâ benim,11,G3-L14-F11-1208442
yarın söz,11,G2-L9-F11-1208482
ama bütün bunlar niye,11,G4-L21-F11-1208495
evet yani ben,11,G3-L13-F11-1208521
evet teşekkürler tatlım,11,G3-L23-F11-1208637
biri al,11,G2-L7-F11-1209401
evet aynı kişi,11,G3-L14-F11-1208715
evet aynı o şekilde,11,G4-L19-F11-1208764
sen hemen buraya gel,11,G4-L20-F11-1208828
aynı şeyler mi,11,G3-L14-F11-1208871
sen yine,11,G2-L8-F11-1208873
bir şeyler yemek,11,G3-L16-F11-1208940
bizi mi yoksa kendini mi,11,G5-L24-F11-1209029
ama evet bu doğru,11,G4-L17-F11-1209076
ben nereye o oraya,11,G4-L18-F11-1209345
evet sanırım ben,11,G3-L16-F11-1209372
evet ben gerçekten,11,G3-L18-F11-1206251
pekala ama küçük olsun,11,G4-L22-F11-1206164
evet ve ben de sizi seviyorum,11,G6-L29-F11-1206087
yani değil,11,G2-L10-F11-1201268
elbette ki seviyorum,11,G3-L20-F11-1200846
gerçekten o kadar güzel mi,11,G5-L26-F11-1119938
elbette iyi değilim,11,G3-L19-F11-1200868
elbette ki ediyor,11,G3-L17-F11-1200890
çocuklar ne var ne yok,11,G5-L22-F11-1200915
teşekkür ederim güzel,11,G3-L21-F11-1201052
çocuklar işte burada,11,G3-L20-F11-1201129
ve o burada değil,11,G4-L17-F11-1201188
ve o hala burada,11,G4-L16-F11-1201202
ama o zaman nasıl olacak,11,G5-L24-F11-1201230
üç iki bir tamam,11,G4-L16-F11-1201444
elbette ki benim,11,G3-L16-F11-1200817
elbette gidelim,11,G2-L15-F11-1201502
evet harika ya,11,G3-L14-F11-1201562
elbette sorun nedir,11,G3-L19-F11-1201730
senin için bir hiç miyim,11,G5-L24-F11-1201834
senin için ben bay,11,G4-L18-F11-1202140
yeni bir tane daha oldu,11,G5-L23-F11-1202205
peki iyi o zaman,11,G4-L16-F11-1202331
lütfen bunu çok istiyorum,11,G4-L25-F11-1202474
ya bilmiyorum işte,11,G3-L18-F11-1202551
senin için bizim için,11,G4-L21-F11-1202563
elbette ki tatlım,11,G3-L17-F11-1200845
üç küçük kız,11,G3-L12-F11-1200808
o senin için fazla iyi,11,G5-L22-F11-1202600
ama olacak işte,11,G3-L15-F11-1200463
bak çok iyi çocuk,11,G4-L17-F11-1199841
sana biraz para,11,G3-L15-F11-1199846
o bunun için var,11,G4-L16-F11-1200080
o burada efendim,11,G3-L16-F11-1200119
buna neden olan şey ne,11,G5-L22-F11-1200150
evet harika evet,11,G3-L16-F11-1200221
ne büyük bir yer,11,G4-L16-F11-1200226
sadece iş istiyorum,11,G3-L19-F11-1200228
buna neden olan ben değilim,11,G5-L27-F11-1200240
sadece iş işte,11,G3-L14-F11-1200284
buna gerek var mı gerçekten,11,G5-L27-F11-1200473
çocuklar çocuklar çocuklar çocuklar,11,G4-L35-F11-1200782
o sadece bir anne,11,G4-L17-F11-1200538
buna gerek de yok,11,G4-L17-F11-1200557
ben tek miyim,11,G3-L13-F11-1200562
peki siz burada,11,G3-L15-F11-1200601
sen neler yapıyorsun peki,11,G4-L25-F11-1200611
sen nerede ben orada,11,G4-L20-F11-1200688
ama olabilir değil mi,11,G4-L21-F11-1200741
buna göre evet,11,G3-L14-F11-1200751
buna göre öyle değil,11,G4-L20-F11-1200761
çocuklar çocuklar lütfen,11,G3-L24-F11-1200779
lütfen buradan gidelim,11,G3-L22-F11-1202586
orada olan şey,11,G3-L14-F11-1202623
zaten gerçek değil,11,G3-L18-F11-1205821
peki gerçek nedir,11,G3-L17-F11-1205213
lütfen benim için bunu yapma,11,G5-L28-F11-1204245
bu kadar önemli olan iş nedir,11,G6-L29-F11-1204383
bak tabii,11,G2-L9-F11-1204518
ama bir bak,11,G3-L11-F11-1204704
senin eve gidelim,11,G3-L17-F11-1204710
ya da adam,11,G3-L10-F11-1204774
yani benim gibi mi,11,G4-L18-F11-1204879
mutlu olmak mı,11,G3-L14-F11-1204911
mutlu olduğunu biliyorum,11,G3-L24-F11-1205075
bak ve dinle,11,G3-L12-F11-1205109
senin falan değil,11,G3-L17-F11-1205222
bakalım bu,11,G2-L10-F11-1204233
bak ya ne bu,11,G4-L12-F11-1205295
evet tüm gün,11,G3-L12-F11-1205343
ve ne olur,11,G3-L10-F11-1205505
biri var orada,11,G3-L14-F11-1205552
şimdi doğru eve,11,G3-L15-F11-1205555
zaten bunu biliyorsun,11,G3-L21-F11-1205567
sadece büyük,11,G2-L12-F11-1205617
