fourgram,frequency
senin gibi bir çok,15
şey yok ben hep,15
yüzden sana bir daha,15
ne olur beni de,15
ama yine de birini,15
bu kadar çok mutlu,15
bir şey istiyor gibi,15
senin bu senin bu,15
gibi bu bizim için,15
gidip bir an önce,15
gerçekten sen o musun,15
gidip onu benim için,15
insan bu kadar kötü,15
şu anda tam ona,15
bunun gibi bir işi,15
benim için de birkaç,15
ilk önce bir şey,15
başka şeyler var senin,15
o kadar yok ama,15
bu bize çok zaman,15
güzel anne var ya,15
hep seninle olmak istiyorum,15
bu benim için hem,15
tam burada ve şu,15
için gerçekten çok büyük,15
geldi ve bunun benim,15
için sorun yok ama,15
gerçekten böyle mi oldu,15
o zaman pek uzun,15
biz de tüm gece,15
çünkü birlikte çok zaman,15
demek ki kaç tane,15
bir tane olacak iyi,15
sana orada bekle dedim,15
yok et ya da,15
çok iyi şey var,15
ama ben böyle biri,15
bundan ben de emin,15
bütün diğer çocuklar da,15
senin kadar o da,15
ama böyle daha iyi,15
şu anda zaten çok,15
bir çok küçük sorun,15
gün beni de oraya,15
ona bir merhaba demek,15
eğer bir şeyi çok,15
başka ne işi olabilir,15
sana daha sonra yardım,15
gibi ben sadece bir,15
aman tanrım sen ne,15
biliyor musun bugün burada,15
şey biliyor musun sen,15
biliyor musun çok güzel,15
seni daha fazla seviyorum,15
senin kadar iyi birini,15
bundan sonra bizi de,15
şey bize ne kadar,15
neden olmak ister misin,15
biliyorum ama burada ne,15
biliyor musun bir tane,15
neden seninle bir yere,15
yine de bu yüzden,15
bundan sonra seni ben,15
şu an bile o,15
gel buraya bir şey,15
sorun yok hiç sorun,15
ama sen gerçekten çok,15
için kötü bir son,15
ama yine de özel,15
lanet olsun bu tam,15
şimdi iki tane daha,15
ona karşı özel bir,15
senden daha önemli bir,15
kadar mı demek istiyorsun,15
bir an mı var,15
senin ne olduğunu biliyor,15
sizi böyle görmek beni,15
bunun için çok daha,15
her şey geri geldi,15
neden bu işi birlikte,15
gel izin ver sana,15
ve senin için iyi,15
ve kontrol etmek için,15
yok etmek için değil,15
tabii ki kim olduğunu,15
sana da hiçbir şey,15
peki ya ben bir,15
ben de seni ve,15
şey sana göre değil,15
önce tam da bu,15
o bile senden daha,15
ona niye bu kadar,15
istemiyorum ben seni istiyorum,15
daha çok şey mi,15
zaten buraya daha önce,15
bir yemek o zaman,15
daha ne var ne,15
ben de biraz para,15
senin için az bile,15
o zaman önce beni,15
peki ya ben çok,15
olmak istemiyorum ama bu,15
bunun için özel izin,15
ama neden bunu yapıyorsun,15
gerçekten büyük bir iş,15
emin ol o da,15
şu an bile onun,15
ve onun küçük bir,15
ben her zaman her,15
gerçekten o kadar uzun,15
burada olduğunu biliyor değil,15
senden ya da benden,15
her zaman seninle ilgili,15
gel buraya ve iyi,15
ama bu da onun,15
de öyle olmak istiyorum,15
neden ilk önce bana,15
yardım etmek istemiyorum de,15
yerde insan iyi para,15
ederim bir gün seni,15
şu küçük çocuk az,15
herkes şimdi benim için,15
ya da biz çok,15
ne zaman bir adam,15
tanrım bunu ne kadar,15
daha söyle senin o,15
ona bir tek ben,15
biliyorum ama ben başka,15
ilgili hiçbir şey beni,15
aynı anda hem mutlu,15
dostum o benim dostum,15
daha iyi olan şey,15
bundan sonra çok daha,15
senin neden bu kadar,15
ve senin güzel olduğunu,15
ve ne ilk ne,15
var şimdi ve diğer,15
ve devam etmek istiyorum,15
ama şimdi de benim,15
ve şu anda iki,15
biliyorum ama biz seninle,15
çünkü bu artık sadece,15
bundan böyle her şeyi,15
hafta önce ben de,15
ben her zaman tek,15
seni ilk kez böyle,15
para ya da buna,15
için kim orada olacak,15
fakat emin değilim ve,15
biliyor musun bana ne,15
hafta önce değil mi,15
bu şeyi senin için,15
emin olmak için ona,15
demek bu kadar öyle,15
hakkında size bir şey,15
kimse sana böyle bir,15
burada bir şey yapma,15
o zaman neden sizi,15
mı bir sorun var,15
o zaman sen sadece,15
bir çocuk bana bunu,15
önemli biri olduğunu söyledi,15
mı bir daha geri,15
ama bu iş o,15
başka bir gün kendi,15
hayır aslında güzel bir,15
geç olduğu için özür,15
ama artık benim de,15
ne olduğunu biri bana,15
vardı ama şimdi yok,15
nerede olduğunu bilmiyorum o,15
bak anne sana ne,15
bunun güzel bir şey,15
çok daha önce ve,15
sana büyük bir adam,15
bunun içinde her şey,15
her şey bilmiyorum o,15
şimdi büyük bir tane,15
şeyler için hiçbir zaman,15
ve hiç kimse seni,15
sanırım fakat emin değilim,15
bunun içinde ne kadar,15
yüzden seviyorum ben seni,15
fazla iki gün içinde,15
hiç bir şey olduğu,15
biliyorum ama belki o,15
bunun güzel bir gün,15
ona birkaç hafta önce,15
çünkü bu bana hiç,15
yardım etmek istiyorum bay,15
gel ve bana bu,15
ben de sana kendi,15
bana göre en iyi,15
hep bu an için,15
hakkında bir kaç söz,15
bir çok kız var,15
burada bir ilk yardım,15
şey sana doğru geliyor,15
çünkü onun sadece bir,15
az sizin kadar benim,15
ve senin için ne,15
ve burada öyle bir,15
gerçekten seni görmek çok,15
ben her zaman biraz,15
için birkaç tane al,15
için bu bile iyi,15
tanrım buna daha fazla,15
nasıl olur da bize,15
ne demek ki zaten,15
bundan sonra da öyle,15
seni seviyorum seviyorum bu,15
o kız her şeyi,15
yine de burada ne,15
çok geç bir şey,15
olsun onları çok iyi,15
bunun hoş olduğunu mu,15
ona o kadar da,15
şey de bunun benim,15
senin için adam bile,15
de öyle mi ne,15
bütün gece doğru bir,15
ederim başka bir şey,15
o ki başka bir,15
ama çok kötü oldu,15
çok güzel ama sanırım,15
sadece önemli bir şey,15
hiç bir şey önemli,15
vardı ve bu hiç,15
bu şeyi daha ne,15
her şey var dostum,15
olmak istiyor değil mi,15
şimdi bir adam var,15
hiçbir şey için de,15
hadi ya o kadar,15
çocuk olmak istiyorsun değil,15
olduğunu biliyorum ama onları,15
evet çok iyi değil,15
beni bunun için buraya,15
o hala senin için,15
iyi bir insan var,15
ama her şey yine,15
için bir yer biliyorum,15
anda ben de aynı,15
var ve hiç biri,15
evet şu an tam,15
onu ben dedim değil,15
çünkü bu iş böyle,15
hakkında ne kadar biliyorsun,15
benden daha fazla iş,15
bir gün bana tüm,15
ne yapıyorsun ki burada,15
öyle biri yok ki,15
şimdi dinle beni bay,15
bir şekilde bu işe,15
bekle buraya nasıl bu,15
ne zaman olduğunu söyledi,15
büyük bir adam gibi,15
sanırım burada bir sorun,15
bize bunu yapmak bu,15
sizin kadar benim için,15
ama onun için onun,15
tabii ki senin böyle,15
ve kimse beni buradan,15
senin ne de bir,15
de zor olduğunu biliyorum,15
dakika ne demek istiyorsun,15
çok fazla para söz,15
olsun diye ben sana,15
kadın şu ya da,15
daha iyi mi dedim,15
çok ama çok da,15
şimdi benim gibi bir,15
benim için bu saat,15
daha önce bundan söz,15
bunun doğru şey olduğunu,15
daha fazla adam ve,15
ama artık bunu herkes,15
ama hepsi yok oldu,15
için bana güzel bir,15
her zaman sana geri,15
evet o da güzel,15
bir gün onunla tekrar,15
lütfen bunu daha önce,15
için de gerçek bir,15
bir şekilde ona karşı,15
ve şimdi gerçek bir,15
evet sanırım bu yüzden,15
ama her zaman doğru,15
çünkü daha büyük bir,15
zaman sen de bu,15
çok istiyorsun git kendini,15
sana bunun için izin,15
şu anda kendini içinde,15
peki onu nasıl bu,15
hem onlar da kim,15
ama bizi buraya kadar,15
aslında hiçbir şey yok,15
bir yıl içinde belki,15
doğru zaman ve doğru,15
ne onunla ne de,15
ne demek sen nereden,15
hiçbir zaman bir sorun,15
ve o da bizim,15
böyle bir gün için,15
senin bizim için böyle,15
yer görmek ister misin,15
ve de güzel bir,15
için zaten çok şey,15
bir yerde ne de,15
daha iyi değil ama,15
her güzel şey gibi,15
kadar iyi bir anne,15
her şey güzel mi,15
ne de küçük bir,15
o zaman şu şeyi,15
küçük bir ben var,15
için izin istiyor efendim,15
biz onu değil o,15
daha da iyi olsun,15
git ve bunu söyle,15
peki ya bir gün,15
şey o kadar yanlış,15
siz de burada mı,15
evet çünkü bu bana,15
zaman size ne olacak,15
sizin kadar iyi değil,15
ilk kez mi yapıyorsun,15
bana yardım et ha,15
vardı peki şimdi ne,15
olacak olan da bu,15
özel çok özel bir,15
fakat şu anda hiçbir,15
ama buna daha fazla,15
bana bir şey demek,15
ben ve o aynı,15
biz bu yüzden mi,15
her zaman çok geç,15
bunu kim ve neden,15
üç saat içinde burada,15
bence bu uzun zaman,15
mı yoksa sana mı,15
bir hafta içinde onu,15
biliyor musun bu yıl,15
her gün onun için,15
zaman sana bir şeyler,15
bile bir kişi olabilir,15
hayır hayır hayır senin,15
hayır bunun ne olduğunu,15
ben daha çok şey,15
ne demek istiyorsun küçük,15
olduğunu biliyor musun yoksa,15
kesinlikle hiçbir şey yok,15
o senin tek gerçek,15
çünkü bu benim ilk,15
zaman neden burada olduğunu,15
sizin için bir daha,15
senin gibi değil değil,15
buradan daha çok şey,15
bir şeyi hiçbir zaman,15
ama böyle geç bir,15
olsun bu çok iyi,15
benden bu kadar ve,15
de böyle bir yer,15
bir şeyi hiç bir,15
her zaman zor değil,15
ama bu gece yine,15
ne yani her şey,15
demek ki sadece bir,15
şeyler sadece birkaç dakika,15
benim için biri de,15
bu biraz zor değil,15
bence bunu herkes yanlış,15
bunun doğru olduğunu hiç,15
gerçek şu ki ilk,15
tanrım beni büyük bir,15
bir anne değil mi,15
ne demek olduğunu bana,15
hakkında ne kadar da,15
yine hep birlikte olmak,15
geç olduğunu söyle ona,15
et artık tamam mı,15
o zaman artık bir,15
et ister al git,15
ama ben onun çok,15
ya da beni geri,15
sanırım gereken her şeyi,15
çünkü seninle ilgili her,15
ederim çok sağ ol,15
çünkü o zaman başka,15
onlar da ben de,15
peki sen bu işe,15
daha sonra bana karşı,15
hiç kimse bu işi,15
bak sana tamam dedim,15
çok daha zor olduğunu,15
neden bize bir şeyler,15
çünkü kimse bana ne,15
hayır hayır sen sen,15
evet sanırım az önce,15
gün harika bir baba,15
ve bu iki gün,15
seni görmek güzel bay,15
seni başka bir yerde,15
kötü oluyor değil mi,15
iyi hepsi çok iyi,15
doğru olan bu gibi,15
ve bu güzel bayan,15
sana uzun ve mutlu,15
kadar birlikte olmak istiyorum,15
mu söyledi bunu sana,15
evet sanırım bir tane,15
anda nasıl oldu bilmiyorum,15
ama bu adam o,15
hiç kimse her zaman,15
ben daha önce aynı,15
ben de onun iyi,15
sana iyi mi geliyor,15
gibi olsun diye para,15
senin mutlu olduğunu görmek,15
güzel bir kadın olmak,15
özel çok güzel bir,15
var ve de bir,15
için büyük bir tane,15
mu öyle bir şey,15
ben de biliyorum siz,15
hem dostum hem de,15
gidip daha büyük bir,15
mı diye emin olmak,15
göre sen de biraz,15
bir hafta olur diye,15
sanırım bunun ne kadar,15
öyle bir söyledi ki,15
bir kadın var efendim,15
son bir kaç yıl,15
sanırım o yüzden seni,15
ama pek fazla değil,15
hayır ama bunu nasıl,15
benden hiçbir zaman bir,15
iyi çok çok iyi,15
için zor bir hafta,15
için sorun olmaz yani,15
bunun bir lanet olduğunu,15
bile daha iyi olduğunu,15
ama hala bana bugün,15
git ve onu buraya,15
o söyledi ben de,15
de sana göre değil,15
geri ver şunu seni,15
bir iş için beni,15
bir iş bile değil,15
ve senin de hemen,15
hayır belki de eve,15
daha sonra o iki,15
için mi bunu yapıyorsun,15
seni çok seviyorum benim,15
önemli olan hiçbir şey,15
gidip bir şeyi kontrol,15
şey var ve bana,15
gerçek bir şey yok,15
seni bir kaç yıl,15
ve bu işte de,15
doğru ama iki olduğu,15
beni ne kadar kötü,15
olacak şey değil bu,15
daha kaç kez bu,15
iyi bir insan olduğu,15
bu doğru değil kesinlikle,15
kim öyle olduğunu söyledi,15
hayır bunlar senin için,15
bunun için sadece bir,15
gerçek şu ki başka,15
ne kadar zaman bu,15
birkaç saat önce de,15
ne kadar hiçbir şey,15
ama sen zaten biliyorsun,15
lütfen bunu kabul edin,15
ve her yerde onun,15
hiçbir şey özel değil,15
eğer bu adam gerçekten,15
gel buraya ve bana,15
ondan sonra onu hiç,15
bundan daha ne kadar,15
bunu ben yapmak istiyorum,15
hadi eve gidelim tamam,15
ve gerçekten kötü bir,15
bir şey ama büyük,15
seni seviyorum gibi bir,15
sizi hiç bir zaman,15
tabii ki yardım etmek,15
hepsi de tek bir,15
bunun için teşekkürler bu,15
bir hafta sonra onu,15
gece burada mı olacak,15
olmak gibi geliyor bana,15
beni kötü adam yapma,15
yüzden senin hakkında bir,15
bütün bu şeyler bir,15
de bu kadar geç,15
evet güzel kız ne,15
bunu sadece bir kişi,15
bir anda yok olur,15
hayır hayır bu o,15
para ama ne işe,15
içinde bir şey olduğunu,15
ile her şey daha,15
hayır bunu para için,15
bir şey değil ne,15
bir yıl içinde ne,15
evet nasıl bir şey,15
sanırım daha önce bu,15
de sana büyük bir,15
üç dakika sonra tekrar,15
daha önce bunu bir,15
onu tekrar görmek istiyorsun,15
de ona hiç yardım,15
neler oluyor bir bakalım,15
evet tamam kabul ediyorum,15
bu lanet şey neden,15
ben bir hiç miyim,15
vardı çok hoş bir,15
aslında güzel bir yer,15
de bütün her şeyi,15
tabii ki de sana,15
ama hiç kimse hiçbir,15
biliyor musun sanırım o,15
bir iş biliyor musun,15
de sana evet evet,15
de çok iyi biliyor,15
şu an için hayır,15
sana iki yeni kadın,15
oraya git ve neler,15
şey ben bunun için,15
ondan önce başka bir,15
ne daha çok ne,15
olan her şeyi kontrol,15
daha sonra başka yerde,15
daha görmek ister miyim,15
bak sen bana ne,15
hemen her şey ondan,15
o zaman bile seni,15
ve onu her zaman,15
benim için değil ben,15
lazım ben mi yoksa,15
her zaman da bir,15
ve doktor da bir,15
önce de bu şekilde,15
ama sen sen bir,15
ben ve kim mi,15
sana burada bir iş,15
senin gibi her şeyi,15
bunun için sana nasıl,15
de gidip bir tane,15
de böyle olur zaten,15
böyle bir gün işte,15
bakın bu önemli bir,15
olduğunu bilmiyorum ama onun,15
doğru zaman değil ama,15
kaç gün önce burada,15
bunu ben de her,15
için daha özel bir,15
bunun daha kötü bir,15
ve nasıl biri olduğunu,15
bir yıl sonra bana,15
benim için mutlu olmak,15
bugün öyle bir şey,15
onu o zaman mı,15
seni seni ve seni,15
bir daha yapmak yok,15
sizin için çok şey,15
ben de seni yine,15
şimdi de bana daha,15
ve o zaman her,15
iyi en iyi en,15
kız benden daha iyi,15
beni ne kadar daha,15
kesinlikle başka bir şey,15
oh bu çok büyük,15
işte demek ki bu,15
başka zaman daha iyi,15
belki senin için öyle,15
ya da bize yardım,15
göre bir kez daha,15
bu benden sana bir,15
ama pek emin değilim,15
var ve ben o,15
bir yıl sonra başka,15
gel ve al beni,15
ve o şeyi de,15
bugün bana çok iyi,15
sizi de mi buraya,15
anda o kadar da,15
ve böyle ve böyle,15
şu an için herkes,15
hiç ama bu çok,15
çok şey biliyorum ve,15
gerçekten çok güzel zaman,15
burada daha çok işe,15
ama onun da kendi,15
de onun için de,15
senin kadar güzel mi,15
hadi eve gidelim ve,15
birkaç yıl önce benden,15
oldu da bir daha,15
doğru yer ve doğru,15
şimdi de bana onun,15
hadi ama seni küçük,15
evet nerede olduğunu biliyor,15
bence şu an kendini,15
bunun bir işi gibi,15
oh aslında iyi olan,15
bunu benden önce o,15
şu anda sana bir,15
yerde ne de başka,15
gerçek bir şey değil,15
burada önemli biri olduğunu,15
ben asla bir hiç,15
kez olsun güzel bir,15
oh bu ne kadar,15
hayır hayır asla bunu,15
bizi mi yoksa kendini,15
sanırım ben bir şeyler,15
eğer bana yeni bir,15
lütfen bunu daha da,15
sen şu anda bir,15
iyi olan biri lazım,15
vardı o da beni,15
şeyler üç tane olur,15
biz de burada bunu,15
tanrım burada olmak çok,15
az önce eve geldi,15
biliyorum ama ben yine,15
nasıl öyle bir şey,15
burada ne yapıyorsun bir,15
de benim için güzel,15
çok az kişi vardı,15
görmek için para bile,15
bu şekilde yemek zorunda,15
şimdi de tam şu,15
kesinlikle çok kötü bir,15
bu gün ne kadar,15
biz de ona bir,15
yine kötü bir şey,15
yer işte değil mi,15
sadece kötü bir an,15
iyi bir şeyler yapma,15
daha mı doğru olur,15
şey bilmiyorum ama şunu,15
burası kötü bir yer,15
aslında tam bir kendini,15
göre yeni bir şey,15
şimdi bunun ne olduğunu,15
de size teşekkür etmek,15
nerede bir şeyler daha,15
bana söz ver eğer,15
orada çok fazla para,15
biraz önce beni çok,15
uzun zaman oldu da,15
şey bu çok uzun,15
size bunun kötü bir,15
peki söyle bakalım beni,15
bana her şey hakkında,15
seni bu yüzden çok,15
tabii ki de iyi,15
en fazla üç hafta,15
de benim için var,15
dışarı gel herkes seni,15
ben hiçbir şey değilim,15
o kadar küçük olur,15
kontrol etmek için hiç,15
yani bu gerçekten bir,15
evet küçük bir kız,15
benden iyi biri olduğunu,15
sizi tekrar birlikte görmek,15
şu anda bunu size,15
aslında onun için bir,15
senin için fazla değil,15
bu gün iyi iş,15
dedim bir hafta önce,15
işi yok mu yani,15
sadece sen ve iki,15
ediyorum ama bu yer,15
gerçek şu ki yarın,15
ne seni ne beni,15
bir işi vardı ve,15
neden daha önce bu,15
neden yanlış adam olduğunu,15
daha da mı var,15
üzgünüm ama size burada,15
dedim ki aslında bunu,15
ona harika bir şey,15
senin için kötü olduğunu,15
belki de yemek için,15
birkaç dakika önce onunla,15
ben çok çok kötü,15
bu gün için sana,15
de seni bir çocuk,15
bu kadar para mı,15
biliyor musun sen tam,15
ne olur o zaman,15
demek olduğunu biliyorum seni,15
uzun zaman olduğu için,15
ve bu başka bir,15
zaten her zaman bir,15
şu an sana kimse,15
adam en doğru şeyi,15
hiçbir şey istemiyorum sadece,15
benim için niye yapıyorsun,15
aynı adam olduğunu mu,15
şu an sorun yok,15
sanırım hiç bir şey,15
yarın onun için büyük,15
bu kadın sizi ne,15
etmek istemiyorum ama birini,15
şey o zaman başka,15
kız ve bir adam,15
bize karşı hiçbir şey,15
yıl önce beni buradan,15
gel ya da hiç,15
biz sadece biz sadece,15
görmek için para mı,15
birlikte küçük bir iş,15
bugün seni ne kadar,15
gün olduğunu biliyorsun değil,15
kadar harika bir çocuk,15
ve şimdi de sizin,15
için sana biraz para,15
bunu o kız için,15
onlar da bunun bir,15
bir tane de o,15
güzel gece için teşekkür,15
dedim ki neden sen,15
bir şey de bu,15
sen şimdi eve git,15
için burada değilim efendim,15
çok önemli biri gibi,15
