fivegram,frequency
onun için daha iyi oldu,13
böyle bir şey her zaman,13
da her şey o kadar,13
bilmiyorum onları ilk ben gördüm,13
var ama bir daha tekrar,13
bilmiyorum ve daha önce seninle,13
bilmiyorum sen mi yoksa ben,13
hem de uzun bir zaman,13
bir anda o geldi ve,13
bu sizin için hiçbir şey,13
onlar için burası sadece bir,13
bu gece burada neler oldu,13
ve bu bir an önce,13
bu gece bu iş için,13
bu gece bu işi yapmak,13
bu gece hakkında bir şey,13
neden iyi bir şey olsun,13
gerçek oldu değil mi geri,13
bu gece ona yine öyle,13
bu gece neden bu kadar,13
sadece nerede ve ne zaman,13
onlara asla ne sizi ne,13
gerçek bir şey var mı,13
bu işte sana kim yardım,13
orada her şey güzel olacak,13
beni dinle sana bir şey,13
bu işte o kadar da,13
tanrım bana da biraz ver,13
onlar için büyük bir gün,13
onlar için bizim için değil,13
bu gece için çok iyi,13
gerçek mi onu bile bilmiyorum,13
bu doğru değil mi eve,13
bu gece de devam ediyor,13
bu sizin için çok önemli,13
bu senin için bir iş,13
bu senin için de çok,13
o adam değil değil mi,13
bu gece gerçekten çok güzel,13
bu senin için hoş bir,13
tanrım bu da nedir böyle,13
bu senin için ilk mi,13
bu gece burada yemek yok,13
onlar her zaman bir şeyler,13
bu seni niye bu kadar,13
neden her şeyi daha da,13
orada ne işi var onun,13
orada ne işi olabilir ki,13
ve bu da diğer önemli,13
ve bize de bu olsun,13
bu işte son anda önemli,13
ve bunun için de bir,13
orada orada orada ve orada,13
onun hakkında yeni bir şeyler,13
bir adam mı yoksa başka,13
hem o hem de sen,13
bir an bile mi yok,13
bir adam için bir yer,13
hem sana hem de ona,13
orada tam olarak ne yapıyorsun,13
bir adam hiç var oldu,13
hem de nasıl olduğunu görmek,13
gibi bir adam hiç var,13
onun benden daha güzel olduğunu,13
ondan sonra da hiçbir yere,13
bir adam ve bu işi,13
hem de her zaman dostum,13
ve bunun için küçük bir,13
ve bunun için gerçekten çok,13
bir adam benim için bir,13
bir adam nasıl oluyor da,13
onun hakkında o kadar çok,13
bu gece için çok teşekkür,13
bir an için her şey,13
bir an önce buradan gidelim,13
sadece onun benim olduğunu biliyorum,13
onlar sizi de mi buraya,13
hem ne var biliyor musun,13
neden olan şey ne dostum,13
onun gibi bir şeyi daha,13
onun gibi bir şey vardı,13
onun gibi bir tane daha,13
bu ne hepsi aynı mı,13
onun gibi bir şey için,13
bir an önce gidelim artık,13
ve bunlar da çok şey,13
bir an önce onu istiyor,13
ondan önce oraya gidip onu,13
onun hala burada ne işi,13
orada senin için para ve,13
onun hakkında bir şey biliyorsun,13
beni daha önce hiç kimse,13
tam bunun için bir şey,13
neden böyle olmak zorunda ki,13
ama saat ondan sonra olmaz,13
benim için mi yoksa senin,13
benim için kötü bir zaman,13
belki de bu yüzden seni,13
benim için hiç bir zaman,13
benim için iyi olmaz mı,13
yani daha önce de mi,13
kötü ama bizim için iyi,13
ama önemli değil o kadar,13
bunu bizim için bir yere,13
bugün bana özel bir şeyler,13
daha kötü şeyler oluyor biliyorsun,13
benim için tam olarak ne,13
yeni üç tane daha geliyor,13
yani sen ve ben buna,13
başka bir şey daha iyi,13
üzgünüm ama gerçek şu ki,13
ama çok da iyi değil,13
ama sadece o kadar değil,13
sadece benden ne istiyor bilmiyorum,13
harika olur çok teşekkürler efendim,13
yani bu işi için benden,13
biraz daha gidelim tamam mı,13
biraz daha fazla şey biliyorum,13
ama onunla ilgili bir şey,13
yani iyi değilim hiç iyi,13
burada görmek ne kadar güzel,13
daha küçük bir şeyler yok,13
kötü şeyler geldi tamam mı,13
üç kez hayır dedim bile,13
da bu çok hoş bir,13
ve küçük bir kız gibi,13
yani bu gece bu işi,13
yani bu evet mi hayır,13
dur dur sadece şeyi söyle,13
daha kötü bir tek şey,13
yani bu daha önce de,13
doğru olan şeyi yapmak için,13
tek bir an bile mi,13
benim için sorun olmaz aslında,13
başka bir yerde olduğunu mu,13
üç yıl sonra hala böyle,13
yani nasıl böyle bir şey,13
git büyük bir insan o,13
bunu biliyor musun bilmiyorum ama,13
başka bir şey vardı ondan,13
kötü bir şey var mı,13
ve her şey çok daha,13
yani ne kadar kötü olabilir,13
kötü bir şey mi ki,13
git ve bir daha buraya,13
an benim için hiçbir şey,13
ama şu an orada değil,13
hey ben sana ne dedim,13
burada her şey çok güzel,13
bir kız ol ve gidip,13
senden bir şey de istemiyorum,13
yani oraya git ve bunu,13
ama şu var ki o,13
hayır fakat yine de mutlu,13
üzgünüm ama bu çok önemli,13
burada hiç bir şey olmaz,13
benim için sorun değil çünkü,13
bir kız bunu söyledi de,13
benim için sorun değil dostum,13
git ya da seni buradan,13
senden hiç böyle bir şey,13
yani sen bile o kadar,13
sadece bugün çok iyi bir,13
siz mi bizim için bilmiyorum,13
üzgünüm ama burada hiçbir şey,13
tüm bunlar senin için çok,13
ne kadar ve ne zaman,13
siz nasıl oldu da bu,13
tüm bunlar sen ve küçük,13
oluyor da bu kadar çok,13
ama çok çok küçük bir,13
ama çok önemli bir şeyi,13
ama çok iyi bir çocuk,13
üzgünüm ama bu özel bir,13
kötü bir gece değil mi,13
bugün burada hiç kadın var,13
belki de bu kız senin,13
olarak en son ne zaman,13
hakkında bu kadar az şey,13
bir tek şey daha var,13
peki sen en son ne,13
ya o olacak ya da,13
ama ben değilim tamam mı,13
bu bizim için hiç iyi,13
peki sadece para için mi,13
ve yarın daha güzel bir,13
ama ben seni ilk kez,13
bu bize pek bir şey,13
ya sen sen ne istiyorsun,13
olduğu zaman her şey çok,13
bunun hakkında daha fazla şey,13
ama bir de şimdi bak,13
hakkında çok şey biliyorum buraya,13
o zaman sen de burada,13
o zaman sen de onun,13
ama bir kaç gün önce,13
bunun gibi ama daha büyük,13
bu biraz zor değil mi,13
ama bir kadın da olabilir,13
hakkında bu kadar kötü mü,13
belki de ben çok iyi,13
ne demek bilmiyorum ama ona,13
hakkında daha önce hiç böyle,13
bunun için biraz geç olduğunu,13
ama sen de ben de,13
bunun için gereken her şeyi,13
hakkında en az senin kadar,13
ama beni benden daha iyi,13
ama beni buraya bunun için,13
bir tane daha ne demek,13
bir tane daha var bir,13
bir tane daha ve bu,13
bu bu da ne demek,13
ama bence harika bir şey,13
bundan biraz daha ister misin,13
bir tane de bayan için,13
bu bizim için çok da,13
o zaman sanırım ben de,13
bunun için çok üzgünüm efendim,13
zor bir zaman geliyor diye,13
kötü lanet ne biliyor musun,13
para ile ilgili bir şey,13
para hiç önemli değil senin,13
ve kim bunu bizim gibi,13
doğru ya da yanlış bu,13
o zaman sorun yok mu,13
ne de bu kadar uzun,13
zor bir gece değil mi,13
olarak biraz yanlış değil mi,13
belki de bu yüzden bana,13
dur bir dakika da bunu,13
doğru şey bu değil mi,13
yıl sonra bana her şey,13
yani her şey çok daha,13
daha çok kendi gibi biri,13
yani her gün her şeyi,13
ama onun kadar iyi değil,13
bunu bir saat önce de,13
peki ya sen ne istiyorsun,13
senden başka bir baba istemiyorum,13
ama benim ilk ve tek,13
hakkında hiç de iyi şeyler,13
ama benim için her zaman,13
ama benim için hiçbir şey,13
bunun içinde değil mi efendim,13
doğru değil ve sen de,13
bunun içinde her şey var,13
ve ve şey o zaman,13
ilk kez bu kadar mutlu,13
o zaman ona da bir,13
o zaman ona ne oldu,13
üzgünüm yanlış bir şey mi,13
o zaman sana daha iyi,13
o zaman onu bana ver,13
bunun için ne bana ne,13
hakkında hiçbir şey biliyor musun,13
bundan sonra olacak her şey,13
peki ya para ne olacak,13
bundan sonra böyle tamam mı,13
ama şu anda bunu yapmak,13
bu şey de ne o,13
neden böyle olduğunu biliyor musun,13
yine de her şey bir,13
yine de her şey tam,13
yine de her şey çok,13
yine de bana bir şey,13
ve ben de onun için,13
yine de bana bunu yapma,13
biliyorum çünkü benim için de,13
ve ben onları çok az,13
sadece tek bir kişi var,13
yine de benim için çok,13
hiç böyle güzel bir şey,13
ve ben sadece bir kez,13
ve ben orada olmak zorunda,13
niye her zaman beni başka,13
onları birkaç gün önce gördüm,13
biliyorum ne olduğunu bana da,13
niye bu kadar önemli olduğunu,13
biliyorum ve sen de öyle,13
ve ben de bunun bir,13
ve ben senin için çok,13
biliyorum senin için çok zor,13
beni başka bir adam için,13
yeni bir tane daha oldu,13
biliyorum ben de o yüzden,13
biliyorum bu senin için bir,13
büyük bir adam bu gibi,13
hey biri mi var orada,13
biliyorum ama artık yeni bir,13
ve beni o kadar iyi,13
biliyorum ama bugün bir başka,13
ve şimdi onu geri istiyorum,13
niye bana karşı bu kadar,13
ve ben değil ama seni,13
biliyorum ama artık çok geç,13
ve şimdi sen de her,13
biliyorum ama ben de aynı,13
neden bu sorun olsun ki,13
ve ben de tabii ki,13
biliyorum hem de çok iyi,13
ve bir gün bana baba,13
onlara her zaman çok iyi,13
yeni bir şey değil bu,13
ve benim gibi bir adam,13
orada bir kız vardı küçük,13
biliyor çünkü o da bir,13
ve bir anda olan oldu,13
biliyor sen mi ben mi,13
onlara ne olduğunu bile bilmiyorum,13
bu gerçekten gerçekten uzun bir,13
orada bizim için ne var,13
gece yemek için ona söz,13
orada biraz dur bakalım bay,13
olmak senin için bu kadar,13
olmak o kadar zor ki,13
olmak yanlış bir şey değil,13
her zaman tam olarak ne,13
olmak için çok büyük bir,13
gerçekten senin için sorun değil,13
gerçekten seni görmek çok güzel,13
olmak ne güzel bir gün,13
biliyorsun o senin gibi küçük,13
ve benim için büyük bir,13
biliyor musun her gün sana,13
böyle olan bir tek ben,13
bu gerçek bir şey mi,13
biliyor musun her zaman bir,13
bugün ne güzel bir gün,13
bu gerçek ve büyük bir,13
biliyor musun sen şimdi biraz,13
biliyor musun sen tam bir,13
ve bir kaç yıl sonra,13
biliyor musun belki de bir,13
bu gece yemek için ona,13
böyle yardım et bana seni,13
bu gece çok güzel zaman,13
ve ne olduğunu çok iyi,13
yine de bunu sana asla,13
bu gece özel bir şeyler,13
biliyorsun bu da doğru kişi,13
benden çok daha iyi tabii,13
ve benim için de bir,13
biliyorum bunu daha önce de,13
biliyorum efendim ama o çok,13
ama şimdi pek bir şey,13
ama şimdi bütün bunlar ne,13
senden iyi bir baba olur,13
o yüzden sen başka bir,13
an tek önemli şey bu,13
o yüzden daha iyi bir,13
bir şeyler vardı değil mi,13
bu adam yanlış bir şey,13
bu şekilde değil bu şekilde,13
yerde bile kendini bir daha,13
tüm bunlar hakkında sen ne,13
o yüzden bu kadar uzun,13
bu şekilde her şey daha,13
bir şeyler yapmak mı istiyorsun,13
bu adam buraya her gün,13
o zaman bana hiçbir şey,13
bu adam ne kadar kötü,13
bu şekilde ne kadar devam,13
o zaman belki bizi de,13
sadece bize yardım etmek için,13
yerde her zaman iyi bir,13
bu şekilde olur ya da,13
kötü bir zaman mı yoksa,13
bu şey de ne gibi,13
yer yok her şey bunu,13
ve kabul ediyorum tamam mı,13
yer hakkında bir şey biliyor,13
sadece bir tek şey için,13
an doğru bir zaman değil,13
olur da hepsi aynı şeyi,13
o yüzden sadece bir sorun,13
olur da senin gibi bir,13
üzgünüm ama başka bir zaman,13
benim gibi bir kadın için,13
siz ve benim için fazla,13
kötü bir tane hepsi bu,13
benim gibi içinde ne olduğunu,13
bunu diğer kişi için yapma,13
benim en eski ve en,13
olan şimdi senin için ne,13
o zaman belki de iyi,13
bunun şu anda iyi bir,13
biliyorum da bu güzel bir,13
burada başka biri var değil,13
nerede olduğunu söyle sana bir,13
nerede olduğunu söyle belki daha,13
bir orada bir burada her,13
tek bir şeyi kabul edin,13
burada bir iş ister misin,13
sadece bana bir dakika izin,13
tamam beni dinle olur mu,13
bu güzel bir an ne,13
nerede olduğunu bile biliyor musun,13
ve ben çok özel bir,13
tamam ama son bir şey,13
her ne kadar bana hiç,13
ve benden sonra tekrar et,13
tamam ama saat ondan sonra,13
biliyorum ama sen de biliyorsun,13
biliyorum ama o kadar da,13
yeni bir iş var sana,13
nerede olduğunu söyle yoksa bu,13
bile o kadar da iyi,13
her şey çok küçük küçük,13
bile niye o kadar kötü,13
bunu daha önce ne zaman,13
her insan gibi o da,13
burada bir şey yapma yoksa,13
her şeyi biliyor değil mi,13
o ve bir çocuk daha,13
o ve bu ne gibi,13
böyle şeyler hep olacak mı,13
her gün sana daha fazla,13
o yanlış kadın o da,13
her şey sana şimdi ve,13
her hafta yeni biri oluyor,13
her şey için teşekkürler ve,13
burada bizim için hiçbir şey,13
burada bu kadar insan var,13
tamam ama bu tam bir,13
burada benim için hiçbir şey,13
tamam ama daha yeni yemek,13
ama gerçek şu ki hiç,13
ve üzgünüm ki bunun için,13
içinde ne olduğunu biliyor musun,13
olacak öyle değil mi anne,13
değil ki bu iyi bir,13
olacak bir şey var mı,13
yüzden sana bir daha asla,13
evet efendim bu bir gerçek,13
sen ve ben daha sonra,13
söyle bu işte var mısın,13
ben bunu neden daha önce,13
değil ve senden bir çocuk,13
senin de böyle değil mi,13
ben de bir kaç tane,13
sen ve ben daha önce,13
evet daha da kötü olacak,13
sen ve ben değil ama,13
olacak ve sen de iyi,13
ben de ondan bir tane,13
şimdi sana da bir teşekkür,13
olacak bir hafta kadar mı,13
yüzden sadece bir sorun olduğunu,13
et ya da bana bir,13
bunu ne demek olduğunu biliyor,13
için bundan daha fazla şey,13
lütfen böyle bir şey yapma,13
ben de bir an önce,13
önce iki özel insan için,13
sorun şu ki kendini hala,13
ben bunu uzun zaman önce,13
bir şey olacak değil ya,13
bir şey olduğu hakkında bir,13
olacak ama küçük bir şey,13
yüzden ben de bunu para,13
aslında onun bir kız ve,13
aslında pek bir şey yok,13
için de çok geç olabilir,13
sen çok iyi bir anne,13
aslında pek de öyle değil,13
daha başka ne olabilir ki,13
sorun şu ki bir hafta,13
zaman mutlu bir adam olarak,13
anne bir sorun mu var,13
de daha iyi bir yere,13
ben bir daha uzun bir,13
tatlım bu gerçek ve büyük,13
ne olduğunu bilmiyorum ama yine,13
şimdi sen de her şeyi,13
şu anda en az bir,13
bak belki birkaç kişi ama,13
önce daha pek çok iş,13
bir insan daha ne kadar,13
burada önemli bir şey yok,13
için de bir şeyler var,13
evet bence bu harika bir,13
için çok güzel bir zaman,13
çok fazla insan çok az,13
ne kadar büyük olduğunu söyle,13
bana başka bir tane daha,13
çok seviyorum biliyorsun değil mi,13
kız ya da kadın her,13
lütfen lütfen bana yardım et,13
de daha büyük bir şey,13
sen de benim için şunu,13
sanırım onu birkaç dakika önce,13
mı evet mi hayır mı,13
sen ve ben herkes gibi,13
aslında her şey de bunun,13
de iyi oldu değil mi,13
ben bunun ne olduğunu hiç,13
için ben de bu işte,13
de daha iyi bir adam,13
sana o zaman her şeyi,13
senin de her zaman iyi,13
o kadar zaman oldu ki,13
bir iyi ve bir kötü,13
tatlım sen burada bekle ben,13
şimdi her şey daha iyi,13
ben de o yüzden bir,13
bir şey nasıl böyle kötü,13
anne buna hiç gerek yok,13
sen de bunu mu istiyorsun,13
bir şey daha mı oldu,13
de senin kadar çok istiyorum,13
bir kadın için hiç de,13
daha önemli başka bir şey,13
bir şey demek ister misin,13
sen bana mı hadi bana,13
sanırım bir yıl kadar önce,13
ben burada tek bir şey,13
şimdi de diğer şeyler işte,13
yok özel bir şey yok,13
fakat sen her şeyi biliyorsun,13
bak bana yardım et ben,13
mı değil mi bilmiyorum ama,13
hoş bir çocuk değil mi,13
et de o gün hiç,13
bir şey daha var ve,13
sizi görmek gerçekten çok güzel,13
önce hiç öyle bir kadın,13
için burası sadece bir yer,13
seni seviyorum ve senin de,13
için burada bir şey var,13
özür dilerim efendim ama bu,13
şimdi ne de bundan sonra,13
için daha büyük bir neden,13
sen ve ben aynı şeyi,13
zaman neden şey olmak istiyor,13
ki belki de sorun ben,13
çok özel çünkü özel biri,13
ki ben de seni seviyorum,13
artık o kadar kötü değil,13
ne kadar da zor bir,13
et sonra da buraya geri,13
daha özel bir yere gidelim,13
bir şey de ne demek,13
artık o kadar da mutlu,13
sen ve ben orada olmak,13
sen devam et devam et,13
sizi burada görmek ne kadar,13
için de yer var mı,13
için bu çok iyi bir,13
için böyle bir şey yok,13
güzel bir an ne demek,13
bir şey lazım mı bay,13
daha önemli bir şey olabilir,13
anne bekle biraz başka bir,13
daha önemli bir şey vardı,13
bir şey mi dedim ben,13
için bu kadar önemli ki,13
mı diye bütün gece onları,13
yüzden lütfen bana yardım et,13
size yardım etmek için her,13
ki daha başka şeyler vardı,13
seni tekrar görmek güzel eski,13
ne zaman hayır dedim ki,13
bir şey olduğunu ben de,13
aslında iyi bir şey olabilir,13
bir şey mi vardı bay,13
ne kadar ediyor biliyor musun,13
et kabul et kabul et,13
bunu ne olduğunu biliyor musun,13
güzel bir şey nasıl böyle,13
zaman en mutlu olduğunu biliyor,13
bir şey değil ama her,13
şimdi sen git de biraz,13
sen ve ben ya da,13
olabilir yani bir yıl kadar,13
ile ben bir daha uzun,13
olabilir ama yine de o,13
bir şey değil bu değil,13
olabilir bu çok iyi bir,13
anne ben de yemek istiyorum,13
aynı kişi olduğunu nereden biliyorsun,13
ile ben böyle bir yerde,13
anne ben biraz daha istiyorum,13
sen bana bir şey ver,13
sana onunla ilgili bir şey,13
ki bu çocuk böyle bir,13
çok fazla adam çok fazla,13
aslında biz de tam olarak,13
şimdi bir şey daha gerekiyor,13
bir şeyi ne gördüm ne,13
o mu söyledi bunu sana,13
zaman hiç bir yerde değilim,13
ne olduğunu tam olarak biliyorum,13
hiçbir şey yok da ondan,13
yanlış olduğunu sen de biliyorsun,13
şu an senden başka birini,13
