threegram,frequency
için o ne,33
hayır neler olduğunu,33
bir yer sadece,33
ediyorum ya sen,33
çünkü ben gerçek,33
sizin gibi daha,33
çünkü bunu ne,33
sorun para mı,33
şimdi bana yeni,33
teşekkür ederim büyük,33
sen sen sadece,33
mısın bu gece,33
pek öyle olduğunu,33
olan iki tane,33
asla bundan daha,33
iyi olacak anne,33
olduğu için tüm,33
de bana nasıl,33
zaman bunu benim,33
şu ne zaman,33
ben hala onu,33
bu gün buraya,33
evet evet bence,33
belki senin kadar,33
gerçekten de sadece,33
olarak ne olduğu,33
önce burada gördüm,33
değil beni dinle,33
için eve geliyor,33
orada bir insan,33
de burada seninle,33
kadar iyi yani,33
size bir sorun,33
biz birlikte bir,33
ona bunun ne,33
için son üç,33
şimdi herkes kendi,33
yani daha sonra,33
kişi o olur,33
bir tane hem,33
kadar her hafta,33
ederim onu gördüm,33
bir adam size,33
da senin en,33
ve seni onun,33
hafta falan oldu,33
peki çok güzel,33
çok şey demek,33
biliyorum ki seni,33
gece seni tekrar,33
peki dışarı nasıl,33
zaman dedim ki,33
onu üç saat,33
değil bir kız,33
bak ya da,33
bana sonra da,33
şey bu o,33
küçük ama yine,33
görmek ve seninle,33
daha önemli başka,33
ne değil kim,33
geldi ama onu,33
ya da şunu,33
evet öyle bu,33
şey bilmiyorum dostum,33
o benim kim,33
bile bana bir,33
şeyler için mi,33
ben sadece içinde,33
önce sana güzel,33
onu tam orada,33
ona bunu söyle,33
ya beni başka,33
şey bu sana,33
bir baba olabilir,33
gereken bir başka,33
ben sadece benden,33
ben buraya lanet,33
hem de önemli,33
an beni çok,33
bu bize daha,33
hem de geri,33
doğru bu da,33
sanırım o kız,33
bunu size asla,33
doğru yeni bir,33
değil devam edin,33
de bunu tekrar,33
değil mi sana,33
ya daha kötü,33
ben buraya yeni,33
yani gerçekten mi,33
buna sen değil,33
için yemek yapmak,33
kadar güzel öyle,33
bile büyük yardım,33
bana bak burada,33
ama bundan söz,33
da seninle ben,33
ve o birlikte,33
buraya kadar birlikte,33
de onu işe,33
yanlış adam için,33
hemen onu buraya,33
ederim ama pek,33
bir gerçek olduğunu,33
söz söz ver,33
çok çok da,33
bu önemli çünkü,33
neden bu kadın,33
kötü şeyler üç,33
hayır sanırım burada,33
kadar hep öyle,33
neden bu işte,33
zaman bu lanet,33
bir işte yardım,33
senin bunun için,33
seni böyle yapmak,33
birlikte olduğunu biliyor,33
orada kaç adam,33
bunlar çocuklar için,33
ama sonra dedim,33
değilim dedim ya,33
doğru ya şu,33
hiçbir şey söz,33
bak bana göre,33
fakat önce seni,33
iş bana ne,33
bir iş istiyorsun,33
bundan başka var,33
hep birlikte yeni,33
sanırım onu tekrar,33
söz etmek için,33
ederim eski dostum,33
eğer bütün gece,33
bunu yapma dostum,33
birini görmek ister,33
sen kendini çok,33
gerek çünkü bu,33
ve geri al,33
geri istiyorum anne,33
yani hiçbir yere,33
birlikte görmek güzel,33
daha söyle lütfen,33
çok çok önce,33
artık bizi kimse,33
üzgünüm biraz geç,33
tanrım daha da,33
hakkında hiçbir şeyi,33
göre daha büyük,33
de onu mutlu,33
bu olduğunu nereden,33
de senin beni,33
kendini insan olarak,33
nasıl aynı anda,33
sen zaten her,33
yer şu anda,33
tamam ben senin,33
tamam bak bak,33
ama bunu şu,33
göre değil tatlım,33
iki dakika falan,33
da seni tekrar,33
ve seni kontrol,33
bu kesinlikle işe,33
ne için geldi,33
değil mi onun,33
o orada ne,33
güzel çünkü seni,33
tanrım bu çocuklar,33
orada beni bekle,33
ne demek baba,33
iki gece orada,33
güzel sizi görmek,33
doğru ya siz,33
hep bir kadın,33
söyle ama çok,33
senin için eve,33
bunun mutlu bir,33
bir kadın başka,33
senin için zaten,33
hoş olduğunu söyledi,33
şimdi size daha,33
yani size yardım,33
da mı izin,33
değil sadece senin,33
daha sonra iş,33
ama önce benimle,33
olduğunu bir daha,33
ona da öyle,33
biz de güzel,33
tanrım bunlar gerçek,33
bir adam bize,33
bir tane bundan,33
olduğunu bilmiyorum dostum,33
öyle ama daha,33
bana sizin için,33
bu yıl harika,33
yanlış doğru değil,33
zor olmalı bu,33
o bizim bizim,33
hemen şimdi oraya,33
o yüzden zaten,33
kendini daha kötü,33
bir kez çok,33
bak ona sadece,33
sanırım şimdi o,33
yani şimdi sadece,33
tanrım eğer bu,33
hep bu işi,33
senin hakkında senden,33
hem de tekrar,33
burada öyle mi,33
kendini onun için,33
bir işte bana,33
ama sadece seninle,33
ama hepsi kötü,33
birkaç gece sonra,33
çünkü siz onu,33
şimdi her iki,33
bir şekilde seviyorum,33
ama ben küçük,33
ya eğer bay,33
önce o küçük,33
beni çok çok,33
için son dakika,33
sadece beni de,33
bir zaman bunu,33
yani iki kişi,33
evet çok üzgünüm,33
kişi olduğunu gördüm,33
eve ilk kez,33
bir şeyi olmaz,33
bile onun hakkında,33
bu işte hepsi,33
ve gerçekten önemli,33
birlikte olduğu adam,33
yer ve yemek,33
lütfen birkaç dakika,33
saat uzun bir,33
ben zaten hiç,33
tanrım bundan sonra,33
içinde üç tane,33
hiçbir şey özel,33
peki küçük bir,33
görmek öyle güzel,33
sanırım bugün herkes,33
değil o bizi,33
de onu yapmak,33
sen mi kontrol,33
her gece yeni,33
gece iyi zaman,33
gerçekten ne biliyorsun,33
lazım mı bir,33
fakat şimdi sadece,33
o ki bay,33
zaman da ilk,33
olarak kim için,33
da neden değil,33
ve gerçekten bu,33
peki ya kontrol,33
yok mu gerçekten,33
nerede olduğunu sen,33
kadar iyi yemek,33
olduğunu söyledi bu,33
bile değil dostum,33
yok önce izin,33
şey olmaz ya,33
o sadece bize,33
siz şu an,33
onu gerçekten ne,33
bir adam görmek,33
bu da insan,33
de seni ne,33
yer olduğunu hiç,33
an için biraz,33
tamam benim bir,33
senin bu iş,33
buradan asla sağ,33
bana tüm gün,33
peki git o,33
doğru değil bence,33
bak işte bundan,33
de orada iki,33
iki kez bu,33
başka bir saat,33
zaman bizi oraya,33
bana bakın ve,33
sonra da gel,33
beni orada bırak,33
tanrım ona bir,33
değil tabii eğer,33
hiçbir yerde değil,33
bu adam söz,33
neden burada benimle,33
için sanırım bu,33
sanırım onunla biraz,33
her dakika o,33
hala çok kötü,33
ederim ki sen,33
ve kesinlikle de,33
sanırım öyle olacak,33
bile ona çok,33
şekilde daha güzel,33
buraya kadar bunu,33
değil ben değil,33
hem beni de,33
orada bırak dedim,33
şeyler olmalı ama,33
anne olmak istemiyorum,33
mı bu mu,33
bu yüzden bile,33
hala yeni bir,33
güzel çünkü biz,33
saat ve bir,33
ama seninle şu,33
orada dur yoksa,33
geri geldi değil,33
yok çünkü çok,33
az sonra size,33
ya gerçek ya,33
buradan çok iyi,33
ama sanırım diğer,33
bak kimse senin,33
tekrar tekrar o,33
için geliyor en,33
tanrım buradan çok,33
yüzden buna bir,33
ama içinde değil,33
anda kötü bir,33
hemen şimdi sana,33
yerde tamam mı,33
ama bunun size,33
peki neden onlar,33
etmek biraz zaman,33
ama hala neden,33
o sadece iki,33
kişi bu kadar,33
biliyorum ve öyle,33
an işte o,33
geldi ki bu,33
gece orada bir,33
hafta önce seninle,33
içinde en güzel,33
zaman şunu o,33
hala çok büyük,33
saat önce seni,33
bu bu daha,33
baba o çok,33
hemen şimdi söyle,33
sonra bana yardım,33
evet şu küçük,33
benim en az,33
gerçekten güzel ve,33
o nedir bir,33
artık neden olduğunu,33
bu da az,33
olacak her zaman,33
hiçbir şey dedim,33
tam bir gece,33
daha sonra gel,33
de buraya yeni,33
doğru ama hepsi,33
hafta daha iyi,33
bana öyle güzel,33
mı geldi yani,33
dostum bana biraz,33
ki seninle aynı,33
sonra aynı şeyi,33
değilim ama sorun,33
gece nasıl bir,33
göre fazla büyük,33
da ne ha,33
biliyorum böyle bir,33
hiçbir zaman hayır,33
hep ben olmak,33
ama siz değil,33
ama herkes kendi,33
söyle bakalım beni,33
ama çocuk değilim,33
zaman orada olur,33
bu hiç olmaz,33
göre gerçekten çok,33
an doğru bir,33
kadar önemli miyim,33
hakkında sana birkaç,33
ve senden gerçekten,33
var ve tek,33
her kimse ne,33
fakat öyle değil,33
yani bu ilk,33
çünkü onlar zaten,33
ama herkes benden,33
tanrım onu gerçekten,33
çok güzel bence,33
hem de hoş,33
evet şimdi her,33
ve o size,33
o senin büyük,33
da benimle böyle,33
kendini bir yere,33
etmek için yarın,33
hep aynı ve,33
yok ben seni,33
yani bu önemli,33
evet şu senin,33
emin değilim ben,33
şimdi az önce,33
yapmak için kötü,33
bana bütün gereken,33
doğru kişi için,33
bile ne işe,33
gerçekten güzel olduğunu,33
bir kişi ama,33
ne demek gerçekten,33
çok hoş geldi,33
ol ve bu,33
ben buna son,33
mı bu da,33
çok fazla ha,33
bir tane için,33
gerekiyor mu yoksa,33
evet bundan daha,33
sana nasıl da,33
dostum harika bir,33
lütfen bırak yardım,33
yer mi yok,33
onları buraya siz,33
her kimse sanırım,33
buradan gidelim mi,33
buraya iki kişi,33
gece oldu ve,33
bir iş aslında,33
oh sen misin,33
orada ne olduğu,33
seni bir çocuk,33
ne olacak onu,33
var ve yardım,33
bu senin beni,33
birlikte olmak güzel,33
oraya benim için,33
burada sadece birkaç,33
dostum olduğu doğru,33
bir dur da,33
değilim ve bir,33
tamam buna bir,33
yani bir kadın,33
onu ve beni,33
değilim ama sana,33
bir daha bizim,33
bu benimle ve,33
lazım ama bu,33
gece hakkında ne,33
yani sizin gibi,33
yani sen şu,33
ama sonra tam,33
önce buradan nasıl,33
saat sonra işte,33
o senin mi,33
bir başka iş,33
içinde kendini yok,33
ben bunu o,33
de sana benim,33
şimdi devam edin,33
ve bir kontrol,33
geldi bu yüzden,33
zaman da her,33
evet son iki,33
oh sen bir,33
ne olacak anne,33
yapmak istemiyorum artık,33
ve neden sadece,33
üzgünüm o kadar,33
burada ve hazır,33
kadar üç tane,33
ve bizim bu,33
ve az da,33
yüzden biraz geç,33
bir yerde oluyor,33
bir tek ondan,33
olduğu yere git,33
küçük kız senin,33
kontrol ediyorum efendim,33
olarak o bana,33
değil lanet olsun,33
ederim ki gerçek,33
bir baba bunu,33
doğru ve sen,33
git dışarı ve,33
bana göre artık,33
hayır sadece yardım,33
onları üç yıl,33
yani bunu bana,33
sana lazım mı,33
ama seni eve,33
için bu kötü,33
bu senin olacak,33
çünkü nasıl bir,33
mı yapıyorsun bana,33
bu çocuk bizi,33
de doğru zaman,33
zaman yok mu,33
yani siz ne,33
bir iki büyük,33
hala sorun var,33
üzgünüm efendim bir,33
yani bunlar senin,33
ama zaten sen,33
da burada olmak,33
o demek değil,33
bir yerde ilk,33
gerçekten mi ben,33
hem bundan sana,33
belki bir zaman,33
sonra bundan bir,33
sadece ben sana,33
kadar güzel oldu,33
kişi hiçbir şeyi,33
ya da yer,33
seni bana neden,33
an bize doğru,33
önce burada biri,33
neden bunu tekrar,33
de onu zaten,33
senin de hazır,33
yoksa benim gibi,33
şu anda para,33
başka ne kötü,33
hem böyle bir,33
tamam iyi çocuk,33
şey daha bu,33
yok ben daha,33
bana da biri,33
biraz daha bir,33
lütfen onu hemen,33
zaman onun gibi,33
değil bunu sen,33
de bir bayan,33
artık hiç söz,33
bu adam birkaç,33
ama bugün iyi,33
her insan kadar,33
insan var biliyor,33
da o şeyi,33
olacak gibi bir,33
bir işi olduğu,33
son şey onun,33
kim bu gece,33
önce sadece ben,33
senin hakkında harika,33
ben bunu demek,33
olan bir başka,33
bekle peki ya,33
demek artık büyük,33
bir tane sadece,33
bir tek yerde,33
hayır çünkü sana,33
olduğunu ve eve,33
değil de yani,33
söyle bakalım nerede,33
değil çünkü onu,33
tamam artık bir,33
hala pek çok,33
bunu benden kimse,33
tekrar tekrar özür,33
benden de iyi,33
de sana para,33
ne kim olduğunu,33
bunu aynı anda,33
yer yok ama,33
yani bu lanet,33
biz sadece üç,33
mı yapıyorsun ya,33
bu mu daha,33
şimdi mi bay,33
bir adam hep,33
o kız sizin,33
çünkü onunla bir,33
ederim ki burada,33
de onun iyi,33
da bir zaman,33
bakalım ben ne,33
dostum ben kendini,33
yani bu kez,33
fazla iki ya,33
yok ve yere,33
iki yıl için,33
mı diye emin,33
tamam başka kim,33
mı doğru mu,33
şeyler olduğunu biliyorsun,33
içinde olan her,33
gerçekten o musun,33
hem de işi,33
hala daha bir,33
sen bana benim,33
lütfen evet ya,33
ama seni bunun,33
onları oraya sen,33
kadın benim gibi,33
tanrım kim sana,33
tekrar mı oluyor,33
çünkü sen sen,33
dostum her zaman,33
bir bayan böyle,33
bana ver işte,33
insan gibi bir,33
göre bir de,33
tamam ama fazla,33
göre sen çok,33
bunlar beni de,33
onun en önemli,33
bunu geri istiyor,33
ona bir şeyi,33
yani benim sadece,33
gece burada seninle,33
senden onun için,33
ama bunu biliyorum,33
bir şeyi başka,33
önce bunun için,33
çünkü onun nasıl,33
ben de et,33
ben para falan,33
beni onunla mı,33
küçük olduğunu söyledi,33
sorun ne olabilir,33
bir tamam mı,33
de onun içinde,33
yoksa bir insan,33
ne demek tüm,33
tane yer var,33
ben ne senin,33
evet ama zaman,33
o onun için,33
kadın çocuk ve,33
ki çok ama,32
şimdi bunu kabul,32
ama onun nerede,32
başka biri geliyor,32
ona birkaç saat,32
ve git onu,32
az önce işi,32
bundan pek de,32
neden tüm bunlar,32
bence sana yeni,32
tamam bak şu,32
o kız geri,32
sen bana geri,32
kadar bunu yapmak,32
benimle iş mi,32
o kız ve,32
hadi şunu biraz,32
sana bunu sadece,32
onları da kontrol,32
olduğu da bir,32
kabul etmek istemiyorum,32
sonra bu biraz,32
gerçekten olacak mı,32
kabul ediyorum bay,32
baba orada bir,32
yine bir çocuk,32
yüzden sana tekrar,32
her şey geliyor,32
senin için kabul,32
olarak sadece bir,32
zaman o güzel,32
yerde olabilir mi,32
oh bu sadece,32
var ki sana,32
mutlu oldu ki,32
kabul etmek olur,32
biraz al ve,32
yüzden bir çok,32
bunu biliyorum fakat,32
mi yoksa biraz,32
ben mi senin,32
hadi çocuklar şu,32
şimdi sana son,32
eminim ki beni,32
tane adam olacak,32
zaman bana hazır,32
ama burada seninle,32
için fazla geç,32
burası en son,32
zaman bu onun,32
küçük adam bana,32
şeyler mi istiyorsun,32
sanırım çok önemli,32
sonra bunu görmek,32
yeni bir gerçek,32
bir tek sizin,32
sadece çok özel,32
bu seninle ve,32
senden çok şeyler,32
ya sen tatlım,32
bir kişi geliyor,32
bile böyle mi,32
sadece onları görmek,32
tabii ya bir,32
kadar büyük olmalı,32
sen sadece daha,32
doğru ama onu,32
vardı ve büyük,32
bak bana da,32
ama kötü değil,32
siz sadece burada,32
bugün burada işe,32
sanırım sana bunu,32
emin ol sen,32
falan lazım mı,32
evet aslında öyle,32
sanırım çok da,32
geldi ama bu,32
kendini bir şekilde,32
kötü değil iyi,32
biraz yemek var,32
ile ne gibi,32
senin de hemen,32
her şey bay,32
siz hiçbir zaman,32
tam son anda,32
ona o gece,32
evet biz bu,32
ben şimdi nasıl,32
sanırım biz bu,32
ol ve buraya,32
çünkü sen kendi,32
bak bunlar çok,32
buraya ilk biz,32
yani şimdi para,32
hiç yok hiç,32
tamam ama izin,32
gidip onunla biraz,32
ondan değil de,32
önce bizim için,32
ve bizi asla,32
eminim çok fazla,32
o seni geri,32
bilmiyorum bu bir,32
senin çok çok,32
bir kız istiyorsun,32
yine de gel,32
ama senin bile,32
oh oh evet,32
tam bu işe,32
bir yere neden,32
ne olabilir biliyor,32
bu kız bütün,32
sadece sizi görmek,32
iki kişi kim,32
mi bu çok,32
hiçbir şey büyük,32
çünkü büyük para,32
adam bize her,32
senin çok özel,32
da kendini iyi,32
ve bunun en,32
neden bu bu,32
bırak bizi gidelim,32
bu ne seni,32
benim ki değil,32
bir iş ben,32
kötü çocuk musun,32
şey yok şu,32
senden bir şeyi,32
artık aynı değil,32
oh o sadece,32
gidip birkaç saat,32
olarak da çok,32
çünkü ben şu,32
evet dostum çok,32
bu et çok,32
ne ki senin,32
bilmiyorum ne demek,32
güzel olacak tamam,32
bu yüzden hem,32
gece ben seni,32
ol seni seviyorum,32
onlara göre biz,32
bunu benim de,32
ben üç hafta,32
sanırım bu onları,32
tek bir anda,32
ama şimdi kötü,32
yoksa o senin,32
var mı çünkü,32
yer yok da,32
ama önce kendini,32
olarak buna izin,32
bize senin gibi,32
senin çok kötü,32
için bile iyi,32
onun da tek,32
söyle ne olduğunu,32
geldi diye mi,32
gidip adam gibi,32
sizin için şu,32
onlar iyi değil,32
de bunu tek,32
bir insan oluyor,32
bile hiçbir zaman,32
hayır beni oraya,32
tamam evet evet,32
o da ondan,32
şey bu şey,32
etmek şu an,32
sanırım o işi,32
onun ben olduğunu,32
git yeni bir,32
tanrım nasıl bu,32
şey bir tek,32
ve biz hâlâ,32
şeyler şeyler şeyler,32
hayır dur bakalım,32
olarak her gün,32
burada olduğunu sana,32
evet bir o,32
bundan böyle çok,32
biliyorum biraz daha,32
şekilde çok uzun,32
sonra bunu bana,32
küçük çocuk kötü,32
ben burada hiç,32
ama kimse yardım,32
evet evet harika,32
ve artık tek,32
git ve tüm,32
daha önce bütün,32
için bu senin,32
ve olduğu yerde,32
de işte böyle,32
o da yine,32
eminim onu da,32
bundan böyle onun,32
gibi de ne,32
çok fazla büyük,32
baba yeni bir,32
peki o bunu,32
bir şey güzel,32
ama sanırım hala,32
olduğu gibi en,32
yapmak çok da,32
eminim sizin de,32
şimdi de sonra,32
ne ne oluyor,32
harika gerçekten harika,32
gidip uzun uzun,32
çok iyi öyle,32
çünkü seni ve,32
söyle bakalım hiç,32
dostum sorun değil,32
biliyorum bu doğru,32
ama sanırım onun,32
şey biraz geç,32
diye bir kontrol,32
tam olarak bunlar,32
mutlu değil ama,32
bana bak benimle,32
evet çünkü siz,32
bilmiyorum ama pek,32
ama şimdi işe,32
buraya kadar benimle,32
ama bize hiçbir,32
biri sizi her,32
kötü olduğunu ve,32
oldu söyle bana,32
sen hâlâ onun,32
sonra ben senin,32
hoş ama değil,32
bunlar ne o,32
üzgünüm efendim sizi,32
bir tane biliyor,32
ama önce başka,32
için bu gerçekten,32
tabii bu yüzden,32
neden uzun bir,32
bir tek çocuk,32
oraya gidip onun,32
ben niye bu,32
senin de kadın,32
kadar az olduğunu,32
bana yapmak zorunda,32
yardım edin burada,32
baba izin ver,32
bence o kadın,32
siz de eski,32
onlara başka ne,32
bundan sonra geri,32
onları da bir,32
tabii ben sadece,32
geç biliyorum ama,32
var ne zaman,32
gece bize ne,32
bana daha bir,32
olmak da bir,32
kadar bana yardım,32
ama hep daha,32
bir kız falan,32
demek bütün o,32
tabii bir tane,32
bak şimdi sen,32
söyle artık benim,32
ve benim kim,32
bana bak tatlım,32
da mı oluyor,32
o olmalı değil,32
yere hem de,32
da çok eski,32
ki bir doktor,32
onları bunun için,32
da mı yanlış,32
ne demek dostum,32
gel ve ona,32
benimle ilgili kötü,32
var ya burası,32
da sana öyle,32
bu doğru olmak,32
senin de kim,32
gidip kontrol etmek,32
da böyle ben,32
neden biri bir,32
biz de evet,32
bu senin benim,32
bu değil dostum,32
buradan kimse sağ,32
söyle bana kaç,32
tam olarak kötü,32
öyle söyledi diye,32
ve bunu ve,32
ondan sonra yeni,32
adam gibi sana,32
bir çok başka,32
ne kötü oldu,32
sonra önemli bir,32
o para da,32
bu sizin yer,32
yani bunu sana,32
yüzden ona para,32
ondan harika bir,32
bir söz olduğunu,32
bu yani bu,32
sana önce de,32
ben onu ben,32
bunu iyi biliyorum,32
olarak bunu sana,32
ama şimdi kimse,32
sen ben ne,32
fakat sen onu,32
her kimse ben,32
harika hem de,32
buraya neden bu,32
şey yemek istemiyorum,32
şimdi bekle bekle,32
sanırım çok güzel,32
için yine bir,32
ve burada olan,32
ama bu siz,32
kez senin için,32
tamam mı sen,32
özür dilerim şey,32
hoş adam değil,32
yarın da bir,32
eminim ki biraz,32
ve bu an,32
o değil ya,32
önce biri bana,32
o gün tam,32
gece burada hiç,32
geldi mi ki,32
yıl önce yeni,32
ben burada sana,32
ve büyük büyük,32
ol o seninle,32
oldu ama artık,32
bana da izin,32
her şeyi hep,32
onları sana ben,32
var ya seni,32
evet çünkü öyle,32
için bunu size,32
ve burada yeni,32
evet şey aslında,32
