twogram,frequency
bugün olduğunu,30
olan elbette,30
küçük olmalı,30
haydi en,30
büyük senin,30
çok olduğu,30
olarak git,30
olan gerçekten,30
edin işte,30
olacak kim,30
biliyorum önemli,30
mu git,30
gün adam,30
doğru onlar,30
hepsi ben,30
seviyorum küçük,30
bugün gerçek,30
hepsi biliyor,30
geç şimdi,30
dışarı haydi,30
yarın güzel,30
ediyorum biliyorsun,30
neden nedir,30
şeyi kaç,30
yarın hiçbir,30
bayan geri,30
misiniz çok,30
olmaz biz,30
benimle doktor,30
birlikte benim,30
aman bu,30
gibi zor,30
olsun tek,30
buna sizin,30
istiyorsun yine,30
bunu olduğu,30
bunlar başka,30
gel orada,30
artık yanlış,30
şeyi dostum,30
bakalım hiç,30
küçük işte,30
misin al,30
yarın harika,30
olduğu büyük,30
ver kendini,30
ile şu,30
anne kendi,30
kesinlikle kontrol,30
bir devam,30
buradan son,30
mutlu şekilde,30
herkes görmek,30
bence hâlâ,30
falan yardım,30
dinle tek,30
buradan yardım,30
fazla diye,30
lanet yemek,30
hala buraya,30
mutlu yeni,30
dakika kim,30
kesinlikle biz,30
geliyor hâlâ,30
gerçekten içinde,30
bütün geri,30
daha şu,30
hey dedim,30
hey devam,30
geliyor zaten,30
dakika benim,30
dakika gibi,30
ki sağ,30
yüzden anne,30
kesinlikle mutlu,30
tamam eminim,30
ederim yoksa,30
var tekrar,30
biri hep,30
buraya zaten,30
uzun gün,30
biliyorsun elbette,30
senden kötü,30
asla tüm,30
şeyler lütfen,30
pekala doğru,30
bak sanırım,30
sadece nereden,30
olmak olduğunu,30
olmak ha,30
ben yapma,30
anne bundan,30
kendini artık,30
tabii nereye,30
dakika gerçekten,30
anne saat,30
ki niye,30
biri para,30
bunun var,30
şekilde önemli,30
ederim çünkü,30
insan tam,30
bilmiyorum buraya,30
yani olan,30
dur buraya,30
bayan bay,30
doktor bundan,30
böyle lütfen,30
az dışarı,30
tatlım teşekkür,30
lazım eve,30
tabii buraya,30
doktor harika,30
bay hayır,30
şeyi üç,30
doktor hem,30
lazım burada,30
dur kontrol,30
kız gerçek,30
insan biraz,30
gerçek baba,30
efendim önce,30
git çok,30
kendini size,30
dinle ilgili,30
lazım onu,30
böyle sen,30
adam gece,30
gibi emin,30
lazım peki,30
gerçekten biz,30
yere bana,30
doktor sadece,30
musun adam,30
yoksa bunlar,30
o özür,30
mutlu an,30
bütün kadın,30
gerçekten biliyorsun,30
musun hemen,30
baba bütün,30
yani gece,30
hiç yapma,30
hiç seninle,30
kendini oraya,30
bakın burası,30
hey önce,30
tatlım ya,30
yani et,30
tatlım oraya,30
ya var,30
sadece efendim,30
diye yapıyorsun,30
lanet iş,30
dostum musun,30
hâlâ eve,30
kesinlikle önemli,30
geç ne,30
doğru var,30
bir istiyorum,30
peki eve,30
peki birlikte,30
bak şey,30
anne çocuklar,30
peki uzun,30
hâlâ buradan,30
önce hoş,30
hâlâ kendi,30
biri adam,30
olan harika,30
öyle kabul,30
hafta pek,30
gerekiyor bence,30
olan hemen,30
gerekiyor belki,30
ile siz,30
asla adam,30
onları eski,30
kim çok,30
yok ilk,30
size lütfen,30
hadi bugün,30
gördüm yani,30
doğru ilk,30
karşı ha,30
fakat hep,30
bak içinde,30
karşı harika,30
dostum oraya,30
olacak hadi,30
kötü falan,30
kesinlikle üç,30
değil zaman,30
gerek olmaz,30
yıl her,30
daha dostum,30
size oraya,30
şekilde doğru,30
belki kabul,30
aslında birini,30
zorunda yoksa,30
işe tekrar,30
zaten gördüm,30
yapma hemen,30
bile onlar,30
yeni olmak,30
burası kendi,30
gerekiyor aslında,30
yapmak beni,30
yüzden zaman,30
sadece kimse,30
sadece hemen,30
burası buraya,30
tüm şey,30
tam biraz,30
bence anne,30
işte hiçbir,30
olarak tam,30
bile olduğunu,30
hala kaç,30
ile kontrol,30
yüzden ya,30
öyle olan,30
işte evet,30
yapma yine,30
kız işe,29
anda gerçek,29
biliyorum biz,29
onlara kimse,29
olsun gece,29
git merhaba,29
dakika bakalım,29
belki falan,29
oh izin,29
gerek hepsi,29
yine değil,29
yapma şu,29
kız büyük,29
yer insan,29
istiyorum buradan,29
ona lazım,29
dinle kimse,29
gerek küçük,29
şekilde aynı,29
siz önce,29
ol tam,29
adam özel,29
yoksa pek,29
lazım beni,29
zor birini,29
şekilde olsun,29
gidelim seni,29
şekilde böyle,29
kimse çok,29
hiç bize,29
asla dedim,29
istiyorum gerçek,29
ben olur,29
an hala,29
oh biraz,29
görmek size,29
kimse sadece,29
gerekiyor anne,29
bugün kendi,29
istiyorum falan,29
anda birini,29
gece biliyorsun,29
yıl para,29
olacak eski,29
başka özel,29
şu yok,29
böyle bizi,29
istiyorum senin,29
neler vardı,29
olacak bütün,29
büyük var,29
bilmiyorum başka,29
git son,29
hepsi uzun,29
olacak eğer,29
onları istiyor,29
bana olacak,29
dakika olur,29
selam için,29
lütfen yoksa,29
onlar olur,29
onlara pek,29
hiç görmek,29
yine kabul,29
yıl hep,29
gereken bunun,29
vardı bize,29
seviyorum lütfen,29
doğru bana,29
hepsi ile,29
yıl tekrar,29
de şeyi,29
istiyorsun benim,29
lanet çok,29
istiyorsun gerçekten,29
bunu yoksa,29
olan işi,29
şu artık,29
sen lütfen,29
istiyor dedim,29
daha kız,29
kötü kişi,29
şunu işte,29
sorun bizim,29
bir gidelim,29
şu bizi,29
önce mutlu,29
öyle peki,29
başka yemek,29
hoş işte,29
şekilde kötü,29
kendini geri,29
demek tekrar,29
gerçek kız,29
elbette küçük,29
gibi işi,29
aynı ben,29
yıl bizim,29
da için,29
tam nasıl,29
daha doktor,29
gibi istiyorum,29
ile olabilir,29
elbette tam,29
ederim bizi,29
elbette zor,29
tam buna,29
yer sadece,29
musun saat,29
musun öyle,29
yok yer,29
gibi peki,29
ilgili iki,29
sanırım lanet,29
işe başka,29
ederim güzel,29
herkes hep,29
yüzden çünkü,29
herkes eski,29
tam söz,29
aynı olduğu,29
başka dostum,29
ediyorum oldu,29
da peki,29
tane şu,29
başka değil,29
tekrar seninle,29
tane senden,29
bence özür,29
miyim hâlâ,29
üç sonra,29
başka küçük,29
efendim zaman,29
misin biliyorum,29
dilerim onun,29
misin tek,29
misin kim,29
benimle sorun,29
mi nereye,29
mi niye,29
yok bugün,29
anne belki,29
tanrım birini,29
tekrar ederim,29
ile geliyor,29
seni senin,29
dedim şunu,29
onu gün,29
dedim uzun,29
hemen benim,29
sizi gece,29
hemen bundan,29
için vardı,29
onun oldu,29
onunla zaten,29
bunlar olduğu,29
bundan önemli,29
anda neden,29
onunla tam,29
bunlar doktor,29
buna aynı,29
hey de,29
anda işe,29
insan bizi,29
tanrım hala,29
hey eve,29
ama şeyi,29
çocuklar kaç,29
hey tüm,29
hey tam,29
ama yoksa,29
anda son,29
onun aslında,29
değil birini,29
böyle onu,29
işi geri,29
onunla doğru,29
ilgili yoksa,29
iş az,29
demek işte,29
iş gerçekten,29
bence evet,29
gel ister,29
demek gerek,29
buraya şu,29
çocuk buradan,29
çocuk başka,29
işte olduğu,29
her nasıl,29
bunun üç,29
dedim bile,29
geldi fakat,29
üzgünüm bunlar,29
onu aynı,29
üzgünüm senden,29
üzgünüm tüm,29
ya nereye,29
bundan al,29
size teşekkürler,29
onun çocuk,29
diye yok,29
efendim küçük,29
buraya eski,29
şimdi anne,29
gibi doğru,29
kişi son,29
bizi belki,29
eve siz,29
az geri,29
önemli geliyor,29
var bunlar,29
sonra söyle,29
eve yine,29
kişi sağ,29
kişi zor,29
harika gidip,29
mü iyi,29
harika bana,29
zor ya,29
kişi bütün,29
bizim nerede,29
hiç olan,29
kişi bize,29
eve benimle,29
kişi biliyorum,29
hayır zorunda,29
olmak pek,29
çok sadece,29
az iyi,29
kişi benimle,29
zaten baba,29
karşı olabilir,29
an gördüm,29
onlar değilim,29
bile özel,29
dur olur,29
gerçek sadece,29
ver bayan,29
hem eve,29
şey biri,29
önemli insan,29
sadece hep,29
çok onları,29
beni harika,29
onlar eski,29
biliyorum hiçbir,29
gerçekten değilim,29
dinle buna,29
gerçek şeyler,29
bunu geç,29
onlar evet,29
oraya başka,29
zaten aynı,29
mü çok,29
geliyor bunu,29
olmak belki,29
hayır olmak,29
kez onun,29
pekala birini,29
var oraya,29
kez yanlış,29
fakat zaten,29
özel olur,29
fakat üç,29
para yeni,29
bile yemek,29
olduğu kız,29
insan oraya,29
mı eve,29
kim artık,29
insan ona,29
olmaz hemen,29
kadın ondan,29
mı şunu,29
ki peki,29
pek al,29
ki olsun,29
para kendi,29
mı senden,29
efendim birkaç,29
tane olduğu,29
olmalı bayan,29
aynı gerçek,29
ilk önemli,29
oldu burası,29
bugün bundan,29
ilk özel,29
falan lazım,29
yıl ama,29
oldu neden,29
biraz seninle,29
yüzden ki,29
yoksa kontrol,29
sana geç,29
eminim çünkü,29
olmak şu,29
yeni kötü,29
eminim nasıl,29
haydi hadi,29
aynı sadece,29
önce çocuklar,29
aslında istemiyorum,29
eminim nerede,29
diye ondan,29
falan yere,29
diye oldu,29
yeni kontrol,29
sana herkes,29
son artık,29
vardı biliyorum,29
sonra geç,29
yemek olur,29
birlikte biz,29
nereden ne,29
neden ha,29
çünkü et,29
doğru buradan,29
niye geliyor,29
hadi tam,29
şeyi kadar,29
hafta biraz,29
birkaç neden,29
gerçekten lazım,29
birlikte sadece,29
hadi tek,29
ne eve,29
niye yanlış,29
etmek ya,29
hadi uzun,29
hala son,29
bekle burası,29
biz sen,29
et bizi,29
hafta yok,29
gerçekten ondan,29
neden lazım,29
nasıl sen,29
çünkü söz,29
etmek bütün,29
eski para,29
birini gerçek,29
doğru hepsi,29
kendini başka,29
kesinlikle hem,29
doğru senin,29
kendini kendini,29
ha ben,29
biliyor tamam,29
mi buradan,29
biz kaç,29
doğru iyi,29
tamam aslında,28
onlar hem,28
onlar lazım,28
doğru kabul,28
bakın bundan,28
bugün olduğu,28
mu zaman,28
hafta size,28
yıl tüm,28
hayır olduğu,28
bunun kimse,28
bana gün,28
bunlar aslında,28
merhaba neler,28
biraz mu,28
olsun hala,28
anda işte,28
yani olur,28
küçük olsun,28
hafta gördüm,28
ol bence,28
ondan kötü,28
bunun hemen,28
bizi dinle,28
siz sanırım,28
hafta gibi,28
ol hep,28
yani aman,28
yine bizim,28
kendini onlara,28
bayan öyle,28
çocuklar birkaç,28
hemen iyi,28
tamam dışarı,28
senin gece,28
doktor hiç,28
biz bakalım,28
olduğu ilk,28
bakalım devam,28
çocuklar anne,28
şeyi falan,28
birlikte kötü,28
insan kim,28
ederim şimdi,28
an ilk,28
yani anne,28
zaten içinde,28
et tabii,28
olduğu olur,28
buna kontrol,28
sağ efendim,28
bizi bugün,28
iyi için,28
siz istiyor,28
yoksa lütfen,28
bunlar asla,28
yere kesinlikle,28
tanrım bırak,28
hafta olur,28
zaten istemiyorum,28
ama vardı,28
belki pek,28
ben kadar,28
kim sağ,28
hafta bizi,28
göre geç,28
tanrım hep,28
hafta benimle,28
anda olduğunu,28
çocuklar en,28
eğer eski,28
onu çünkü,28
bile nereden,28
tanrım geliyor,28
onlara kaç,28
olsun biliyor,28
kaç ben,28
artık oh,28
çocuk dedim,28
git birini,28
bana bakalım,28
benimle birkaç,28
tam eski,28
haydi dedim,28
dinle onları,28
şimdi aslında,28
az olmalı,28
olacak birkaç,28
olsun geliyor,28
musun büyük,28
sorun bayan,28
yer sanırım,28
olur söyle,28
karşı onu,28
bugün anne,28
ona üzgünüm,28
gece buna,28
baba dışarı,28
hiç lazım,28
işte doktor,28
gün dedim,28
iyi bunu,28
olsun diğer,28
benden adam,28
ama et,28
ben benden,28
bakın eminim,28
adam yapmak,28
işte aslında,28
para yani,28
de falan,28
işte bugün,28
biraz ya,28
ona yapma,28
musun önemli,28
olacak onlara,28
kaç da,28
kimse küçük,28
hafta tek,28
selam kötü,28
selam kim,28
ona olur,28
bakalım var,28
onlara buradan,28
hâlâ gerçek,28
hakkında bay,28
bayan sizin,28
olan işe,28
insan şu,28
ve tatlım,28
adam izin,28
et olduğunu,28
yapma hiç,28
yapma biraz,28
adam kaç,28
seni biliyor,28
doğru siz,28
hiç baba,28
baba çocuk,28
elbette dostum,28
senin yerde,28
hazır bayan,28
hiç efendim,28
olan neden,28
olabilir bayan,28
şeyi sorun,28
az bekle,28
olabilir daha,28
çocuklar öyle,28
baba yeni,28
yerde burada,28
böyle diye,28
olmaz her,28
elbette tamam,28
ama ve,28
dedim peki,28
çocuklar son,28
onunla olabilir,28
saat biri,28
eve hakkında,28
niye bayan,28
nasıl bizim,28
biri geç,28
et hepsi,28
geldi hem,28
diye bile,28
anne üç,28
kız dışarı,28
söyle her,28
kesinlikle nasıl,28
şeyler güzel,28
ver önce,28
teşekkürler her,28
şeyler kendi,28
diye gerçekten,28
biri niye,28
olarak işi,28
özel yer,28
tatlım kendini,28
saat beni,28
tatlım kaç,28
iş hemen,28
yüzden oluyor,28
iş iki,28
tek iki,28
niye hazır,28
para bizi,28
şeyi işe,28
tabii hayır,28
özür bir,28
dostum kendini,28
tabii hep,28
al de,28
onu hakkında,28
bunlar kız,28
seni emin,28
onu kendini,28
dışarı ne,28
buraya baba,28
oraya olmaz,28
et istiyor,28
şey kimse,28
önce için,28
pekala doktor,28
yoksa zor,28
her para,28
mı da,28
falan belki,28
geç işte,28
dur ona,28
buraya tüm,28
sadece biliyorsun,28
et bizim,28
yüzden yemek,28
gidip kötü,28
bak al,28
hep onları,28
mı işte,28
önce al,28
biliyorsun biraz,28
önce istiyor,28
mı bize,28
dur ama,28
lazım hem,28
sizin sizin,28
diğer bayan,28
bu buradan,28
an şu,28
lazım da,28
mısın hiç,28
zaman üç,28
tek son,28
olduğunu sanırım,28
olarak herkes,28
fakat yardım,28
biri kontrol,28
kim hadi,28
gereken lanet,28
kadar gerçekten,28
bu al,28
yine yine,28
tüm hepsi,28
teşekkürler bunun,28
uzun gibi,28
sanırım şeyi,28
dostum ki,28
istiyor demek,28
dedim bayan,28
istiyorsun beni,28
anne büyük,28
efendim bakın,28
şeyler ona,28
insan olmaz,28
şeyler neler,28
sanırım gördüm,28
bana kontrol,28
tek emin,28
herkes yine,28
biliyor burada,28
yok işi,28
biri siz,28
hep şey,28
al her,28
biz sağ,28
son yok,28
değil görmek,28
birini artık,28
kadın eve,28
bu görmek,28
nasıl istiyorsun,28
iyi ilk,28
aslında diğer,28
kesinlikle birini,28
tanrım yok,28
bizi tam,28
anne hep,28
misin böyle,28
güzel et,28
zaman olsun,28
tanrım kesinlikle,28
herkes hoş,28
çocuklar güzel,28
gidip gerçek,28
nasıl insan,28
herkes hey,28
mi adam,28
bak geç,28
sizin bizi,28
burada nereye,28
tek şu,28
değilim geri,28
oh yanlış,28
istiyorum yine,28
tane lanet,28
bekle birini,28
işi devam,28
ilgili asla,28
kez ama,28
tatlım birlikte,28
ilgili hâlâ,28
oh yeni,28
buradan tam,28
iş geliyor,28
geri eve,28
onu onun,28
zorunda sen,28
sanırım çünkü,28
birlikte hemen,28
bakalım gece,28
dostum gerçek,28
para fazla,28
biliyorum var,28
çocuk ile,28
güzel bunun,28
tane harika,28
tatlım fakat,28
yarın bizim,28
yarın biri,28
bunu yardım,28
nereden yemek,28
kadın belki,28
efendim olmaz,28
istiyorum yardım,28
yani ve,28
tabii seninle,28
ha çocuklar,28
yok niye,28
kötü tek,28
tane gerekiyor,28
eğer kadın,28
doktor olabilir,28
orada yine,28
biraz oraya,28
yıl eski,28
hâlâ başka,28
kim yeni,28
hala yemek,28
zaten işi,28
orada bayan,28
gerek doktor,28
hem adam,28
ne kimse,28
üç iş,28
şekilde bay,28
olsun içinde,28
merhaba eve,28
misiniz biraz,28
benimle çocuk,28
sadece olmak,28
doktor başka,28
biliyorsun ha,28
gerçekten ve,28
hadi hoş,28
biz yapmak,28
baba biri,28
kim çocuk,28
peki bakın,28
miyim var,28
selam biz,28
adam para,28
onları hadi,28
etmek şu,28
yerde güzel,28
biliyorsun hepsi,28
üç ver,28
yapmak aynı,28
gün uzun,28
fazla onun,28
oluyor biliyorum,28
olacak zaman,28
gidip sonra,28
gereken bizi,28
öyle senin,28
daha sağ,28
gün istiyorum,28
sonra yerde,28
yardım biliyorum,28
adam devam,28
biraz evet,28
dilerim bilmiyorum,28
mutlu bunu,28
para tam,28
daha hepsi,28
bakın adam,28
yoksa dışarı,28
önemli birkaç,28
hala söz,28
için diye,28
falan çok,28
sorun hala,28
mü kadın,28
öyle niye,28
onlara şey,28
üç olmalı,28
ona buradan,28
gerek seninle,28
gibi bundan,28
size dedim,28
belki kim,28
buraya özel,28
pekala onun,28
gün pek,28
misin zaten,28
öyle sana,28
şu ilk,28
olmalı onu,28
onlara benimle,27
ve edin,27
şekilde biz,27
neden sonra,27
sizi onlar,27
biliyorum orada,27
yine üç,27
hafta kız,27
sana evet,27
şimdi yıl,27
gel bırak,27
güzel gel,27
kaç gerçek,27
mı gece,27
kez öyle,27
gereken uzun,27
sorun kesinlikle,27
haydi bugün,27
gün eğer,27
olmaz ne,27
orada diye,27
gel bayan,27
doktor kendini,27
doktor bugün,27
tüm doğru,27
gün karşı,27
oldu kötü,27
dakika olacak,27
fakat geç,27
biliyorum size,27
birlikte var,27
dinle sizi,27
tanrım size,27
şekilde işi,27
tane biliyor,27
var gidelim,27
fakat yanlış,27
sorun demek,27
öyle asla,27
şekilde kabul,27
kız ondan,27
olsun biliyorum,27
mutlu sizi,27
şey fakat,27
sağ küçük,27
gibi teşekkürler,27
lanet saat,27
karşı yani,27
elbette bütün,27
şu bence,27
değil et,27
tüm özel,27
daha sizin,27
mutlu onlara,27
karşı kendi,27
artık demek,27
ne izin,27
yerde biraz,27
biliyorsun birkaç,27
çocuklar kimse,27
musun ama,27
olmalı baba,27
olsun bütün,27
aynı küçük,27
buna var,27
an bay,27
kadar ilk,27
izin de,27
hepsi kabul,27
doktor gel,27
izin ve,27
bana biz,27
artık biri,27
biliyorum onunla,27
oraya her,27
kız bunun,27
şu seninle,27
şeyi fazla,27
insan hem,27
benimle bunu,27
elbette sadece,27
mı hep,27
tüm en,27
özel hiçbir,27
haydi için,27
para hiçbir,27
gerçekten onlara,27
bak tanrım,27
git işe,27
önce ha,27
bay mı,27
birini az,27
ile özür,27
ile var,27
güzel bunlar,27
lazım oluyor,27
onu hem,27
yok adam,27
işe siz,27
artık yere,27
işi bugün,27
çünkü tatlım,27
pek bu,27
ne devam,27
çok eve,27
bir vardı,27
en lanet,27
bunun mu,27
gördüm sen,27
doktor neden,27
birlikte karşı,27
şeyi benimle,27
önemli işte,27
aman özür,27
aslında dışarı,27
çok birlikte,27
başka büyük,27
yerde son,27
fakat olan,27
yüzden olur,27
daha hafta,27
hem insan,27
da hakkında,27
olsun onlar,27
birini iyi,27
olsun orada,27
kesinlikle istiyorum,27
işte kız,27
mü bunun,27
işte niye,27
kendini ilk,27
eğer zorunda,27
sorun bay,27
tekrar bizi,27
çok üç,27
hem teşekkür,27
birlikte bizi,27
hem var,27
kontrol bu,27
neden gerekiyor,27
ha bugün,27
birini yapmak,27
önemli oluyor,27
olur bizim,27
orada bak,27
büyük kontrol,27
zorunda bu,27
birlikte hadi,27
olmalı üzgünüm,27
olsun kabul,27
yerde onlar,27
benim karşı,27
birini en,27
söyle tatlım,27
küçük her,27
bayan küçük,27
yere yoksa,27
hadi saat,27
olmak zaman,27
seninle önemli,27
lazım ne,27
ya gece,27
ile neler,27
eğer olur,27
peki önce,27
onlar bütün,27
eski en,27
onlar belki,27
çocuklar onunla,27
değil gidelim,27
olsun yere,27
oldu üzgünüm,27
bayan onun,27
bekle bak,27
adam siz,27
bırak eski,27
bunun zaman,27
biliyor bay,27
işi hala,27
bayan böyle,27
gel doktor,27
onlara gidip,27
birlikte tabii,27
çocuklar ile,27
yerde bize,27
baba belki,27
birini biliyorsun,27
kesinlikle teşekkür,27
yüzden yine,27
hazır bakalım,27
onları ama,27
seninle geldi,27
fakat uzun,27
ile sadece,27
önemli kimse,27
yoksa içinde,27
mi diğer,27
hem ondan,27
hem biz,27
para kabul,27
üzgünüm biliyorsun,27
edin lanet,27
falan yoksa,27
geliyor bakalım,27
edin neden,27
göre çocuklar,27
anda çocuk,27
oldu yanlış,27
geldi bize,27
yok kız,27
tanrım yeni,27
yıl adam,27
ne birini,27
efendim kontrol,27
dedim bana,27
ilk beni,27
az dur,27
mü bunlar,27
geç birini,27
ver al,27
saat uzun,27
yine et,27
anne dedim,27
ve yıl,27
olan kendi,27
bize buradan,27
son ha,27
saat yeni,27
siz bugün,27
et falan,27
biz olmak,27
bunu gidip,27
demek lanet,27
onunla neler,27
pekala harika,27
onunla kesinlikle,27
istiyorum daha,27
mi eğer,27
ne en,27
yıl birkaç,27
dostum saat,27
buradan doğru,27
nerede neden,27
harika insan,27
benden sizi,27
kimse olsun,27
özel çocuklar,27
seviyorum ondan,27
hayır insan,27
bunlar siz,27
ona emin,27
nerede tatlım,27
tüm harika,27
ya buradan,27
bunlar olmaz,27
ediyor demek,27
harika peki,27
ve gereken,27
bizim gerçekten,27
olduğunu birlikte,27
benden yeni,27
an siz,27
olabilir neden,27
bakalım çok,27
ki nereden,27
ediyorum asla,27
et nereye,27
merhaba sorun,27
bunlar hoş,27
onunla gidip,27
aslında hem,27
var teşekkürler,27
asla karşı,27
hep önce,27
tane o,27
yapıyorsun bir,27
istemiyorum beni,27
doğru lanet,27
aslında kendini,27
gerçekten iş,27
bay kendini,27
benimle seni,27
yer ister,27
yoksa aslında,27
ki gerekiyor,27
git önemli,27
bir bırak,27
hiç özür,27
biz evet,27
bizim böyle,27
pekala eve,27
diye nasıl,27
böyle ol,27
harika yeni,27
gereken işe,27
biliyorum harika,27
ki oluyor,27
ediyorum bütün,27
çok ona,27
mısın orada,27
merhaba geri,27
ol sonra,27
ol hiçbir,27
gerek bunu,27
olabilir sadece,27
biz işi,27
lütfen teşekkür,27
yemek oldu,27
geliyor en,27
ilk kontrol,27
diye yeni,27
gördüm bile,27
başka nedir,27
bir biri,27
bekle yapma,27
kadın yani,27
kadın şu,27
olacak söyle,27
onlara aslında,27
aynı şimdi,27
dilerim biliyorum,27
biliyorum nerede,27
geç iyi,27
al nasıl,27
bakın bizim,27
oh bakın,27
doktor sanırım,27
